"bsv"	"corpus"	"context before"	"extracted conjunction"	"context after"	"html tags"	"pos tags"	"lemma tags"	"location"	"features"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"alea"	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"mais l'espèce s'en"	"HTML, BODY, P"	"NOM, PUN, DET:ART, NOM, KON, DET:ART, NOM"	"l'avocat, ,, le, mangue, et, le, papaye"	"25795-25827"	"type=GN, form=l'avocat, la mangue et la papaye"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"alea"	"au citron, goyave,"	"banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"	". Les légumes concer"	"HTML, BODY, P"	"NOM, PUN, NOM, PRP:det, NAM, PUN, NOM, PUN, NOM, PRP, NOM, PUN, NOM, PRP, DET:ART, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, KON, NOM"	"banane, ,, nèfle, du, Japon, ,, tomate, ,, cerise, de, cayenne, ,, fruit, de, le, passion, ,, kaki, ,, ananas, ,, pêche, ,, poire, ,, abricot, ,, figue, et, café"	"25878-26000"	"type=GN, form=banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"alea"	"umes concernés sont"	"notamment les tomates, poivrons, melons et courges"	". Bulletin de Santé"	"HTML, BODY, P"	"ADV, DET:ART, NOM, PUN, NOM, PUN, NOM, KON, NOM"	"notamment, le, tomate, ,, poivron, ,, melon, et, courge"	"26029-26079"	"type=GN, form=notamment les tomates, poivrons, melons et courges"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Legumes_082019_cle841c8f-1.html"	"alea"	"re n'a été observée"	"sur oignons bulbilles et ciboule"	"à Loos-en-Gohelle ("	"HTML, BODY, P"	"PRP, NOM, NOM, KON, NOM"	"sur, oignon, bulbille, et, ciboule"	"7345-7377"	"type=GN, form=sur oignons bulbilles et ciboule"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Legumes_082019_cle841c8f-1.html"	"alea"	"ultures d'alliacées"	"(poireaux, ciboulette, ail )"	"pour détecter d'éve"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN"	"(, poireau, ,, ciboulette, ,, ail, )"	"7555-7583"	"type=GN, form=(poireaux, ciboulette, ail )"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Legumes_082019_cle841c8f-1.html"	"alea"	"génération: risque"	"pour les oignons bulbilles et échalotes"	"de plantation, oign"	"HTML, BODY, P"	"PRP, DET:ART, NOM, NOM, KON, NOM"	"pour, le, oignon, bulbille, et, échalote"	"8540-8579"	"type=GN, form=pour les oignons bulbilles et échalotes"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Legumes_082019_cle841c8f-1.html"	"alea"	"e 40 plantes hôtes)"	": haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"	"Les femelles appréc"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PRP, NOM"	":, haricot, ,, concombre, ,, épinard, ,, tomate, ,, radis, ,, navet, ,, oignon, ,, poireau, ,, pomme, de, terre"	"19751-19835"	"type=GN, form=: haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"alea"	"de la même famille"	"comme la tomate, l'aubergine et le poivron"	". Cette bactérie peu"	"HTML, BODY, P"	"KON, DET:ART, NOM, PUN, NOM, KON, DET:ART, NOM"	"comme, le, tomate, ,, l'aubergine, et, le, poivron"	"868-910"	"type=GN, form=comme la tomate, l'aubergine et le poivron"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"alea"	"e, la grande ortie,"	"les moutardes et le chénopode blanc"	". Photos de morelles"	"HTML, BODY, P"	"DET:ART, NOM, KON, DET:ART, NOM, ADJ"	"le, moutarde, et, le, chénopode, blanc"	"1050-1085"	"type=GN, form=les moutardes et le chénopode blanc"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"alea"	"llifères (carottes,"	"panais, céleris, persil, fenouil"	", cerfeuil ). Eloign"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"panais, ,, céleri, ,, persil, ,, fenouil"	"11456-11488"	"type=GN, form=panais, céleris, persil, fenouil"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"alea"	"ère, elle se trouve"	"sur salades, chou, pomme de terre, épinard, haricot"	". Le papillon mesur"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, PUN, NOM, PRP, NOM, PUN, NOM, PUN, NOM"	"sur, salade, ,, chou, ,, pomme, de, terre, ,, épinard, ,, haricot"	"12240-12291"	"type=GN, form=sur salades, chou, pomme de terre, épinard, haricot"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"alea"	"u-fleur, les choux,"	"le colza, la moutarde des champs"	". Un papillon de tei"	"HTML, BODY, P"	"DET:ART, NOM, PUN, DET:ART, NOM, PRP:det, NOM"	"le, colza, ,, le, moutarde, du, champ"	"14822-14854"	"type=GN, form=le colza, la moutarde des champs"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"alea"	"cultures fruitières"	"(pêchers, poiriers, mangue, banane"	"...), agrumes (citro"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"(, pêcher, ,, poirier, ,, mangue, ,, banane"	"18109-18143"	"type=GN, form=(pêchers, poiriers, mangue, banane"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"alea"	"e...) et légumières"	"(tomate, poivron, melon, courge"	"...). La présence de"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"(, tomate, ,, poivron, ,, melon, ,, courge"	"18191-18222"	"type=GN, form=(tomate, poivron, melon, courge"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b.html"	"alea"	"au est mis en place"	"sur céleri et carotte"	". Site Nombre de mou"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, céleri, et, carotte"	"7649-7670"	"type=GN, form=sur céleri et carotte"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5.html"	"alea"	"au est mis en place"	"sur céleri et carotte"	". Site 17 18 19 20 N"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, céleri, et, carotte"	"4909-4930"	"type=GN, form=sur céleri et carotte"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3.html"	"alea"	"variétés sensibles"	"(orge et triticale)"	". A consulter : Guid"	"HTML, BODY, P"	"PUN, NOM, KON, NOM, PUN"	"(, orge, et, triticale, )"	"6792-6811"	"type=GN, form=(orge et triticale)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3.html"	"alea"	"olza en particulier"	"(tournesol, soja"	", cultures légumière"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM"	"(, tournesol, ,, soja"	"19077-19093"	"type=GN, form=(tournesol, soja"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_GC_Aquitaine_N5_20180322_cle4a4445.html"	"alea"	"bles de blé tendre,"	"les blés durs et triticales"	". Si vous observez d"	"HTML, BODY, P"	"DET:ART, NOM, ADJ, KON, NOM"	"le, blé, dur, et, triticales"	"6170-6197"	"type=GN, form=les blés durs et triticales"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_KIWI_15_20190613_cle86b7d5.html"	"alea"	"rds des cours d'eau"	"avec ronces et orties )"	"et le broyage des a"	"HTML, BODY, P"	"PRP, NOM, KON, NOM, PUN"	"avec, ronce, et, ortie, )"	"3138-3161"	"type=GN, form=avec ronces et orties )"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_POMMIER_NORD_18_20170719_cle4a8443.html"	"alea"	"ynchites frugivores"	"sur pommes, cicadelles blanches"	"et vertes, mineuses"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, ADJ"	"sur, pomme, ,, cicadelles, blanc"	"2062-2093"	"type=GN, form=sur pommes, cicadelles blanches"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_POMMIER_POIRIER_LIMOUSIN_01_20200124_cle837b7a.html"	"alea"	"riétés (Conférence,"	"William's, Beurré"	"Hardy, Doyenné du C"	"HTML, BODY, P"	"NAM, PUN, NOM"	"William's, ,, beurré"	"1730-1747"	"type=GN, form=William's, Beurré"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184.html"	"alea"	"rds des cours d'eau"	"avec ronces et orties )"	"et le broyage des a"	"HTML, BODY, P"	"PRP, NOM, KON, NOM, PUN"	"avec, ronce, et, ortie, )"	"18878-18901"	"type=GN, form=avec ronces et orties )"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8.html"	"alea"	": stade E2-F à F-F2"	"pour Golden, Canada et Chantecler"	"; stade F2-G pour G"	"HTML, BODY, P"	"PRP, NOM, PUN, NAM, KON, NAM"	"pour, golden, ,, Canada, et, Chantecler"	"1632-1665"	"type=GN, form=pour Golden, Canada et Chantecler"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8.html"	"alea"	"Dordogne : stade E2"	"pour Chantecler, Fuji et Golden"	"; stade E2-F pour C"	"HTML, BODY, P"	"PRP, NAM, PUN, NAM, KON, NOM"	"pour, Chantecler, ,, Fuji, et, golden"	"1855-1886"	"type=GN, form=pour Chantecler, Fuji et Golden"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8.html"	"alea"	"harentes : stade E2"	"pour Golden et Chantecler"	"; stade E2-F pour G"	"HTML, BODY, P"	"PRP, NOM, KON, NAM"	"pour, golden, et, Chantecler"	"1967-1992"	"type=GN, form=pour Golden et Chantecler"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Ornement_Normandie_n-09-2017_cle03389c.html"	"alea"	"galement s'observer"	"sur charme, noisetier, hêtre et tilleul"	". Page 1/5 Cultures"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, PUN, NOM, KON, NOM"	"sur, charme, ,, noisetier, ,, hêtre, et, tilleul"	"1631-1670"	"type=GN, form=sur charme, noisetier, hêtre et tilleul"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Ornement_Normandie_n-09-2017_cle03389c.html"	"alea"	"m ont été signalées"	"sur chêne et amélanchier"	"cultivés en pleine"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, chêne, et, amélanchier"	"8089-8113"	"type=GN, form=sur chêne et amélanchier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_arboriculture_25_du_23_05_19_cle077bda.html"	"alea"	"t, sur les variétés"	"Golden et Pink Lady"	", mais la situation"	"HTML, BODY, P"	"NOM, KON, NOM, NOM"	"golden, et, pink, lady"	"10264-10283"	"type=GN, form=Golden et Pink Lady"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_arboriculture_31_du_20_06_19_cle016821.html"	"alea"	"ormation des fruits"	": les pommes et poires"	"piquées prennent un"	"HTML, BODY, P"	"PUN, DET:ART, NOM, KON, NOM"	":, le, pomme, et, poire"	"9426-9448"	"type=GN, form=: les pommes et poires"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_ge_legumes_no11_du_01-07-20_cle497eed.html"	"alea"	"les "" sont à risque"	": chou de Milan, chou"	"à inflorescence, ch"	"HTML, BODY, P"	"PUN, NOM, PRP, NAM, PUN, NOM"	":, chou, de, Milan, ,, chou"	"16732-16753"	"type=GN, form=: chou de Milan, chou"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_ge_legumes_no11_du_01-07-20_cle497eed.html"	"alea"	"ou à inflorescence,"	"chou de Bruxelles et chou kale"	". Sur chou pommé typ"	"HTML, BODY, P"	"NOM, PRP, NAM, KON, NOM, ADJ"	"chou, de, Bruxelles, et, chou, kale"	"16771-16801"	"type=GN, form=chou de Bruxelles et chou kale"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_ge_legumes_no11_du_01-07-20_cle497eed.html"	"alea"	"les autres cultures"	"(poivron, tomate, concombre, courgette)"	", aucun puceron n'a"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN"	"(, poivron, ,, tomate, ,, concombre, ,, courgette, )"	"41206-41245"	"type=GN, form=(poivron, tomate, concombre, courgette)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_ge_legumes_no11_du_01-07-20_cle497eed.html"	"alea"	"s. Restez vigilants"	"sur les aubergines et poivrons"	"qui sont les cultur"	"HTML, BODY, P"	"PRP, DET:ART, NOM, KON, NOM"	"sur, le, aubergine, et, poivron"	"41945-41975"	"type=GN, form=sur les aubergines et poivrons"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_03_cle872d86.html"	"alea"	".... ........... 12"	"Carotte, céleri, persil"	"..................."	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM"	"carotte, ,, céleri, ,, persil"	"1236-1259"	"type=GN, form=Carotte, céleri, persil"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_03_cle872d86.html"	"alea"	"erons. Ombellifères"	"Carotte, céleri, persil"	"Composition du rése"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM"	"carotte, ,, céleri, ,, persil"	"29167-29190"	"type=GN, form=Carotte, céleri, persil"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_03_cle872d86.html"	"alea"	"commerciale surtout"	"sur persil et céleri"	"et à un moindre deg"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, persil, et, céleri"	"31220-31240"	"type=GN, form=sur persil et céleri"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_03_du_03-04-19_cle4b43ee.html"	"alea"	"nes plants d'allium"	"(oignon, poireau, oignon bulbille, échalote"	", ). L'activité de l"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, NOM, PUN, NOM"	"(, oignon, ,, poireau, ,, oignon, bulbille, ,, échalote"	"3427-3470"	"type=GN, form=(oignon, poireau, oignon bulbille, échalote"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_03_du_03-04-19_cle4b43ee.html"	"alea"	"n'est pas démarré.-"	"Pour les oignons et échalotes bulbilles"	", le risque n'est pa"	"HTML, BODY, P"	"PRP, DET:ART, NOM, KON, NOM, NOM"	"pour, le, oignon, et, échalote, bulbille"	"16523-16562"	"type=GN, form=Pour les oignons et échalotes bulbilles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_03_du_03-04-19_cle4b43ee.html"	"alea"	"iou : risque faible"	"sur oignons jours courts et oignons blancs bottes d'automne"	". Risque non démarré"	"HTML, BODY, P"	"PRP, NOM, NOM, ADJ, KON, NOM, ADJ, NOM, ADJ"	"sur, oignon, jour, court, et, oignon, blanc, botte, d'automne"	"17203-17262"	"type=GN, form=sur oignons jours courts et oignons blancs bottes d'automne"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_03_du_03-04-19_cle4b43ee.html"	"alea"	"Risque non démarré"	"sur oignons et bulbilles d'alliums"	"implantés depuis dé"	"HTML, BODY, P"	"PRP, NOM, KON, NOM, NOM"	"sur, oignon, et, bulbille, d'alliums"	"17283-17317"	"type=GN, form=sur oignons et bulbilles d'alliums"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_05_cle827cb7-1.html"	"alea"	"cultures d'alliums"	"(oignons, échalote, poireau )"	". Toutefois, l'arrêt"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN"	"(, oignon, ,, échalote, ,, poireau, )"	"6426-6455"	"type=GN, form=(oignons, échalote, poireau )"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_05_cle827cb7-1.html"	"alea"	"nes plants d'allium"	"(oignon, poireau, oignon bulbille, échalote)"	". L'activité de la m"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, NOM, PUN, NOM, PUN"	"(, oignon, ,, poireau, ,, oignon, bulbille, ,, échalote, )"	"7921-7965"	"type=GN, form=(oignon, poireau, oignon bulbille, échalote)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_05_cle827cb7-1.html"	"alea"	"Pour les bulbilles"	"(oignon et échalote)"	"et les oignons de s"	"HTML, BODY, P"	"PUN, NOM, KON, NOM, PUN"	"(, oignon, et, échalote, )"	"45732-45752"	"type=GN, form=(oignon et échalote)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_05_cle827cb7-1.html"	"alea"	"de semis d'automne"	": oignon de jours courts ou oignon blanc botte"	":- Sur les secteurs"	"HTML, BODY, P"	"PUN, NOM, PRP, NOM, ADJ, KON, NOM, ADJ, NOM"	":, oignon, de, jour, court, ou, oignon, blanc, botte"	"46229-46275"	"type=GN, form=: oignon de jours courts ou oignon blanc botte"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_12_du_22-07-20__cle0bb819.html"	"alea"	"avec des rotations"	"pomme de terre, maïs"	", légumes. Prévision"	"HTML, BODY, P"	"NOM, PRP, NOM, PUN, NOM"	"pomme, de, terre, ,, maïs"	"10011-10031"	"type=GN, form=pomme de terre, maïs"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_12_du_22-07-20__cle0bb819.html"	"alea"	"ldiou sont signalés"	"sur oignons bulbilles et oignons"	"semis précoces dans"	"HTML, BODY, P"	"PRP, NOM, NOM, KON, NOM"	"sur, oignon, bulbille, et, oignon"	"29334-29366"	"type=GN, form=sur oignons bulbilles et oignons"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_12_du_22-07-20__cle0bb819.html"	"alea"	"emis ou plantations"	"d'oignon ou échalote"	"de printemps levés"	"HTML, BODY, P"	"NOM, KON, NOM"	"d'oignon, ou, échalote"	"29733-29753"	"type=GN, form=d'oignon ou échalote"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_12_du_22-07-20__cle0bb819.html"	"alea"	"atiques). Prévision"	"Pour les oignons ou échalotes"	"de semis précoce (j"	"HTML, BODY, P"	"PRP, DET:ART, NOM, KON, NOM"	"pour, le, oignon, ou, échalote"	"33195-33224"	"type=GN, form=Pour les oignons ou échalotes"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_12_du_22-07-20__cle0bb819.html"	"alea"	"gs de printemps) et"	"les bulbilles d'oignon ou échalote"	"de printemps, on co"	"HTML, BODY, P"	"DET:ART, NOM, NOM, KON, NOM"	"le, bulbille, d'oignon, ou, échalote"	"33272-33306"	"type=GN, form=les bulbilles d'oignon ou échalote"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_12_du_22-07-20__cle0bb819.html"	"alea"	"quesoit sa couleur."	"Pour les oignons ou échalote"	"de semis tardif (jo"	"HTML, BODY, P"	"PRP, DET:ART, NOM, KON, NOM"	"pour, le, oignon, ou, échalote"	"33641-33669"	"type=GN, form=Pour les oignons ou échalote"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_12_du_22-07-20__cle0bb819.html"	"alea"	"précoce, tardif et"	"sur bulbille oignon ou échalote"	"sur tous les secteu"	"HTML, BODY, P"	"PRP, NOM, NOM, KON, NOM"	"sur, bulbille, oignon, ou, échalote"	"36878-36909"	"type=GN, form=sur bulbille oignon ou échalote"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_12_du_26-06-19__cle047171.html"	"alea"	"nes plants d'allium"	"(oignon, poireau, oignon bulbille, échalote"	", ). L'activité de l"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, NOM, PUN, NOM"	"(, oignon, ,, poireau, ,, oignon, bulbille, ,, échalote"	"2985-3028"	"type=GN, form=(oignon, poireau, oignon bulbille, échalote"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_12_du_26-06-19__cle047171.html"	"alea"	":Pour les bulbilles"	"(oignon et échalote)"	"et les oignons de s"	"HTML, BODY, P"	"PUN, NOM, KON, NOM, PUN"	"(, oignon, et, échalote, )"	"20856-20876"	"type=GN, form=(oignon et échalote)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_12_du_26-06-19__cle047171.html"	"alea"	"parcelles du réseau"	"(oignons et échalotes)"	". On observe jusqu'à"	"HTML, BODY, P"	"PUN, NOM, KON, NOM, PUN"	"(, oignon, et, échalote, )"	"23818-23840"	"type=GN, form=(oignons et échalotes)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_15_cle8b2b14-1.html"	"alea"	"............ 19"	"Oignon-échalote et pomme de terre primeur"	"..................."	"HTML, BODY, P"	"NOM, PUN, NOM, KON, NOM, PRP, NOM, NOM"	"oignon, -, échalote, et, pomme, de, terre, primeur"	"1840-1881"	"type=GN, form=Oignon-échalote et pomme de terre primeur"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_15_cle8b2b14-1.html"	"alea"	"nes plants d'allium"	"(oignon, poireau, bulbille, échalote)"	". L'activité de la m"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN"	"(, oignon, ,, poireau, ,, bulbille, ,, échalote, )"	"5589-5626"	"type=GN, form=(oignon, poireau, bulbille, échalote)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_15_cle8b2b14-1.html"	"alea"	"re des auxiliaires,"	"notamment sur concombre et aubergine"	". Prévision Risque f"	"HTML, BODY, P"	"ADV, PRP, NOM, KON, NOM"	"notamment, sur, concombre, et, aubergine"	"30051-30087"	"type=GN, form=notamment sur concombre et aubergine"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_15_cle8b2b14-1.html"	"alea"	"Pour les bulbilles"	"(oignon et échalote)"	"et les oignons de s"	"HTML, BODY, P"	"PUN, NOM, KON, NOM, PUN"	"(, oignon, et, échalote, )"	"52536-52556"	"type=GN, form=(oignon et échalote)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_15_cle8b2b14-1.html"	"alea"	"n au nord du Loiret"	"(oignons bulbilles et oignons"	"semis). Après la ré"	"HTML, BODY, P"	"PUN, NOM, NOM, KON, NOM"	"(, oignon, bulbille, et, oignon"	"55981-56010"	"type=GN, form=(oignons bulbilles et oignons"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_allium_pomme_de_terre_AURA_2020-9_cle0d26da.html"	"alea"	"r s'attaque surtout"	"aux salades, chicorées"	"et asperges(attenti"	"HTML, BODY, P"	"PRP:det, NOM, PUN, NOM"	"au, salade, ,, chicorée"	"6591-6613"	"type=GN, form=aux salades, chicorées"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_legumes_allium_pomme_de_terre_AURA_2020-9_cle0d26da.html"	"alea"	"n maraîchère éviter"	"l'aubergine et pomme de terre"	"en précédent ou à p"	"HTML, BODY, P"	"NOM, KON, NOM, PRP, NOM"	"l'aubergine, et, pomme, de, terre"	"27049-27078"	"type=GN, form=l'aubergine et pomme de terre"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_maraichage_no20_du_23_Octobre_2020_cle81e1d1.html"	"alea"	"n avec les cultures"	"de tomate ou poivron"	"(fournisseurs, tech"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, tomate, ou, poivron"	"10902-10922"	"type=GN, form=de tomate ou poivron"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_no7_du_31-03-20_cle835128.html"	"alea"	"es dans la rotation"	"(pois, luzerne, colza"	", ). Une attention p"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM"	"(, pois, ,, luzerne, ,, colza"	"8442-8463"	"type=GN, form=(pois, luzerne, colza"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSVleg_n10_2017_cle03fb85.html"	"alea"	"portions variables."	"Sur poivron et aubergine d'importantes"	"attaques de puceron"	"HTML, BODY, P"	"PRP, NOM, KON, NOM, ADJ"	"sur, poivron, et, aubergine, d'importantes"	"2865-2903"	"type=GN, form=Sur poivron et aubergine d'importantes"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSVleg_n10_2017_cle03fb85.html"	"alea"	"ptômes très avancés"	"sur concombre et aubergine"	". Ils sont souvent a"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, concombre, et, aubergine"	"3455-3481"	"type=GN, form=sur concombre et aubergine"
