"bsv"	"corpus"	"context before"	"extracted conjunction"	"context after"	"html tags"	"pos tags"	"lemma tags"	"location"	"features"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_7__cle0fe148.html"	"vespa"	"es restent visibles"	"en batavia et laitue"	"dans le 49. Pressio"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"en, batavia, et, laitue"	"12285-12305"	"type=GN, form=en batavia et laitue"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_7__cle0fe148.html"	"vespa"	"ression sclérotinia"	"sur batavia et lollo"	"rossa également. Je"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, batavia, et, lollo"	"12339-12359"	"type=GN, form=sur batavia et lollo"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_BSV_manche_27_cle843f82.html"	"vespa"	"tures sont en recul"	"pour le céleri et le persil"	", par contre une rep"	"HTML, BODY, P"	"PRP, DET:ART, NOM, KON, DET:ART, NOM"	"pour, le, céleri, et, le, persil"	"5849-5876"	"type=GN, form=pour le céleri et le persil"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2011_BSV_manche_36_cle8c9518.html"	"vespa"	"otte et 3 parcelles"	"de céleri
Carotte et céleri"	": les captures sont"	"HTML, BODY"	"PRP, NOM, ADJ, KON, NOM"	"de, céleri, carotte, et, céleri"	"3172-3199"	"type=GN, form=de céleri
Carotte et céleri"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2011_BSV_manche_36_cle8c9518.html"	"vespa"	"1 de persil MANCHE"	"Céleri, persil et carotte"	": les captures sont"	"HTML, BODY, P"	"NOM, PUN, NOM, KON, NOM"	"céleri, ,, persil, et, carotte"	"3344-3369"	"type=GN, form=Céleri, persil et carotte"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/20130606_bsv_maraichage_13_cle46d94d.html"	"vespa"	"piégeage à Allonnes"	"en navet, radis, poireau"	"sous abris et en fè"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, PUN, NOM"	"en, navet, ,, radis, ,, poireau"	"3031-3055"	"type=GN, form=en navet, radis, poireau"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/20130606_bsv_maraichage_13_cle46d94d.html"	"vespa"	"vaient été observés"	"sur haricot et épinard"	"(cf photo). Pour ra"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, haricot, et, épinard"	"3370-3392"	"type=GN, form=sur haricot et épinard"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/20130606_bsv_maraichage_13_cle46d94d.html"	"vespa"	"tures à cycle court"	"(radis, mâche)"	"mais il est faible"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, radis, ,, mâche, )"	"3526-3540"	"type=GN, form=(radis, mâche)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/20130606_bsv_maraichage_13_cle46d94d.html"	"vespa"	"(49) en sous abris"	"(navet, radis)"	"et en plein champ ("	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, navet, ,, radis, )"	"8642-8656"	"type=GN, form=(navet, radis)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/20130606_bsv_maraichage_13_cle46d94d.html"	"vespa"	") et en plein champ"	"(radis, fève)"	". 2 parcelles de pié"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, radis, ,, fève, )"	"8675-8688"	"type=GN, form=(radis, fève)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/20130606_bsv_maraichage_13_cle46d94d.html"	"vespa"	"ués par les pigeons"	"sur chou et roquette"	": les feuilles sont"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, chou, et, roquette"	"9520-9540"	"type=GN, form=sur chou et roquette"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/20130912_bsv_maraichage_26_cle4ed671.html"	"vespa"	"piégeage dans le 49"	"(chou, radis et radis noir)"	". Mouche du chou La"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, KON, NOM, ADJ, PUN"	"(, chou, ,, radis, et, radis, noir, )"	"6437-6464"	"type=GN, form=(chou, radis et radis noir)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6.html"	"vespa"	"ts moyens à faibles"	"en carotte, céleri et persil"	", semblables à ceux"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM"	"en, carotte, ,, céleri, et, persil"	"6798-6826"	"type=GN, form=en carotte, céleri et persil"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6.html"	"vespa"	"x de dégâts faibles"	"(en carotte, céleri et persil)"	"semblables à ceux o"	"HTML, BODY, P"	"PUN, PRP, NOM, PUN, NOM, KON, NOM, PUN"	"(, en, carotte, ,, céleri, et, persil, )"	"7002-7032"	"type=GN, form=(en carotte, céleri et persil)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2013_BSV_manche_33_cle8d1fbe.html"	"vespa"	"sensibles tels que"	"le céleri rave, la phacélie, la laitue"	". 2 BSV n°33. 29 oc"	"HTML, BODY, P"	"DET:ART, NOM, NOM, PUN, DET:ART, NOM, PUN, DET:ART, NOM"	"le, céleri, rave, ,, le, phacélie, ,, le, laitue"	"3149-3187"	"type=GN, form=le céleri rave, la phacélie, la laitue"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2_-_BSV_ZNA_S14_cle097ddd.html"	"vespa"	"rtaines adventices,"	"comme les pissenlits et le chiendent"	", ont commencé leur"	"HTML, BODY, P"	"KON, DET:ART, NOM, KON, DET:ART, NOM"	"comme, le, pissenlit, et, le, chiendent"	"1860-1896"	"type=GN, form=comme les pissenlits et le chiendent"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2_-_BSV_ZNA_S14_cle097ddd.html"	"vespa"	"uchsias X ALEURODES"	"Sauges, Hibiscus, Abutillon"	"X Traitement effect"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NAM"	"sauge, ,, hibiscus, ,, Abutillon"	"6125-6152"	"type=GN, form=Sauges, Hibiscus, Abutillon"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2_-_BSV_ZNA_S14_cle097ddd.html"	"vespa"	"mastix(Hymenoptère)"	"Philocreton, Asparagus, Bananier"	"X Cochenille farine"	"HTML, BODY, P"	"NAM, PUN, NOM, PUN, NOM"	"Philocreton, ,, asparagus, ,, bananier"	"6499-6531"	"type=GN, form=Philocreton, Asparagus, Bananier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/34BSVGC15102013_cle0947e2.html"	"vespa"	"s comme la luzerne,"	"la carotte et la pomme de terre"	"... sont favorables"	"HTML, BODY, P"	"DET:ART, NOM, KON, DET:ART, NOM, PRP, NOM"	"le, carotte, et, le, pomme, de, terre"	"5896-5927"	"type=GN, form=la carotte et la pomme de terre"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/37_-_BSV_Grandes_cultures_S46_cle883289.html"	"vespa"	"semaine. Les stades"	"des blés et orge"	"d'hiver observés so"	"HTML, BODY, P"	"PRP:det, NOM, KON, NOM"	"du, blé, et, orge"	"6962-6978"	"type=GN, form=des blés et orge"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/ACAB6BCBEMIh9FN9YXn91xWQ.html"	"vespa"	"cultures telles que"	"salade, blette, artichaut"	", on observe de nomb"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM"	"salade, ,, blette, ,, artichaut"	"944-969"	"type=GN, form=salade, blette, artichaut"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/ACAB6BCBEMIh9FN9YXn91xWQ.html"	"vespa"	"cultures à risques"	"(salade, blette, artichaut, chrysanthèmes)"	"et de signaler la p"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN"	"(, salade, ,, blette, ,, artichaut, ,, chrysanthème, )"	"3913-3955"	"type=GN, form=(salade, blette, artichaut, chrysanthèmes)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV-Fruits-decembre-2014.html"	"vespa"	"r ordre décroissant"	": limettier, pomélo"	", combava, tangor, c"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM"	":, limettier, ,, pomélo"	"6300-6319"	"type=GN, form=: limettier, pomélo"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV-Fruits-decembre-2014.html"	"vespa"	"r, pomélo, combava,"	"tangor, citronnier"	", orange, mandarinie"	"HTML, BODY, P"	"NOM, PUN, NOM"	"tangor, ,, citronnier"	"6330-6348"	"type=GN, form=tangor, citronnier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV-Fruits-decembre-2014.html"	"vespa"	"citronnier, orange,"	"mandarinier et kumquat"	". Chancre citrique ("	"HTML, BODY, P"	"NOM, KON, NOM"	"mandarinier, et, kumquat"	"6358-6380"	"type=GN, form=mandarinier et kumquat"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV-GC-PC73_cle485a11.html"	"vespa"	"certaines cultures"	"comme le tournesol, l'ambroisie"	"émet un pollen très"	"HTML, BODY, P"	"KON, DET:ART, NOM, PUN, NOM"	"comme, le, tournesol, ,, l'ambroisie"	"4344-4375"	"type=GN, form=comme le tournesol, l'ambroisie"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV-GC-PC94_cle479b11.html"	"vespa"	"es, essentiellement"	"blé dur ou orge d'hiver"	"sont à 1-2 nœuds,Ma"	"HTML, BODY, P"	"NOM, ADJ, KON, NOM, NOM"	"blé, dur, ou, orge, d'hiver"	"611-634"	"type=GN, form=blé dur ou orge d'hiver"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV-maraichage-juillet-2014.html"	"vespa"	"certaines cultures,"	"notamment brède Morelle et chou de Chine"	", alors qu'on la tro"	"HTML, BODY, P"	"ADV, NOM, ADJ, KON, NOM, PRP, NAM"	"notamment, brède, morelle, et, chou, de, Chine"	"13687-13727"	"type=GN, form=notamment brède Morelle et chou de Chine"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV04-Horticulture-Pepinieres-22-04-2011_cle0a8923.html"	"vespa"	"t ont été observées"	"sur Hibiscus, Lantana et Sauges"	", Géranium et Fushia"	"HTML, BODY, P"	"PRP, NOM, PUN, NAM, KON, NOM"	"sur, hibiscus, ,, Lantana, et, sauge"	"1236-1267"	"type=GN, form=sur Hibiscus, Lantana et Sauges"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV04-Horticulture-Pepinieres-22-04-2011_cle0a8923.html"	"vespa"	"r gerbera, géranium"	"lierre, verveines"	"et toutes les cultu"	"HTML, BODY, P"	"NOM, PUN, NOM"	"lierre, ,, verveine"	"4668-4685"	"type=GN, form=lierre, verveines"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVArbo_3_-_26_mai_2010_cle8f1c11.html"	"vespa"	"variétés sensibles"	"(Golden, Pink Lady)"	"et/ou en secteur av"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, NOM, PUN"	"(, golden, ,, pink, lady, )"	"9398-9417"	"type=GN, form=(Golden, Pink Lady)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_10_proteagineux_Normandie_2012_cle8bc461.html"	"vespa"	"es et aux maladies."	"Le pois et la féverole"	"entrent dans leur p"	"HTML, BODY, P"	"DET:ART, NOM, KON, DET:ART, NOM"	"le, pois, et, le, féverole"	"2553-2575"	"type=GN, form=Le pois et la féverole"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_10_proteagineux_Normandie_2012_cle8bc461.html"	"vespa"	"alimentation azotée"	"des pois et féveroles"	". Les pertes de rend"	"HTML, BODY, P"	"PRP:det, NOM, KON, NOM"	"du, pois, et, féverole"	"8126-8147"	"type=GN, form=des pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_10_proteagineux_Normandie_2012_cle8bc461.html"	"vespa"	"par plante. Sitones"	"sur pois et féveroles"	"Le seuil de nuisibi"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"9452-9473"	"type=GN, form=sur pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_10_proteagineux_Normandie_2012_cle8bc461.html"	"vespa"	"ibilité est atteint"	"sur pois et féveroles"	"entre les stades le"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"9510-9531"	"type=GN, form=sur pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_10_proteagineux_Normandie_2012_cle8bc461.html"	"vespa"	"teint. Anthracn ose"	"sur pois et féverole"	"La nuisibilité de l"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"11845-11865"	"type=GN, form=sur pois et féverole"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_11_proteagineux_Normandie_2012_cle888cde-1.html"	"vespa"	"alimentation azotée"	"des pois et féveroles"	". Les pertes de rend"	"HTML, BODY, P"	"PRP:det, NOM, KON, NOM"	"du, pois, et, féverole"	"6276-6297"	"type=GN, form=des pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_11_proteagineux_Normandie_2012_cle888cde-1.html"	"vespa"	"ibilité est atteint"	"sur pois et féveroles"	"entre les stades le"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"7153-7174"	"type=GN, form=sur pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_11_proteagineux_Normandie_cle8c8ae4.html"	"vespa"	"agineux Anthracnose"	"sur pois et féverole"	"La nuisibilité de l"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"5453-5473"	"type=GN, form=sur pois et féverole"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_11_proteagineux_Normandie_cle8c8ae4.html"	"vespa"	"ntes hôtes incluant"	"la féverole, la pomme de terre, la betterave"	", la luzerne et la r"	"HTML, BODY, P"	"DET:ART, NOM, PUN, DET:ART, NOM, PRP, NOM, PUN, DET:ART, NOM"	"le, féverole, ,, le, pomme, de, terre, ,, le, betterave"	"8143-8187"	"type=GN, form=la féverole, la pomme de terre, la betterave"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_12_proteagineux_Normandie_R2011_cle02d111.html"	"vespa"	"t 20°C. Anthracnose"	"sur pois et féverole"	"La nuisibilité de l"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"7746-7766"	"type=GN, form=sur pois et féverole"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_13_cereales_Normandie_R2012-2_cle88c41b.html"	"vespa"	"emaine, que ce soit"	"sur orge ou blé"	", il n'y a aucun ris"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, orge, ou, blé"	"2237-2252"	"type=GN, form=sur orge ou blé"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_2_proteagineux_Normandie_2012_cle8c9949.html"	"vespa"	"alimentation azotée"	"des pois et féveroles"	". Les pertes de rend"	"HTML, BODY, P"	"PRP:det, NOM, KON, NOM"	"du, pois, et, féverole"	"4883-4904"	"type=GN, form=des pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_2_proteagineux_Normandie_2012_cle8c9949.html"	"vespa"	"par plante. Sitones"	"sur pois et féveroles"	"Le seuil de nuisibi"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"5680-5701"	"type=GN, form=sur pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_2_proteagineux_Normandie_2012_cle8c9949.html"	"vespa"	"ibilité est atteint"	"sur pois et féveroles"	"entre les stades le"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"5738-5759"	"type=GN, form=sur pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_43FCO_GC_2009_07_28_20.html"	"vespa"	"rement les cultures"	"(blé, colza, orge, maïs, tournesol, soja"	"...) ;il est égalem"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"(, blé, ,, colza, ,, orge, ,, maïs, ,, tournesol, ,, soja"	"11734-11774"	"type=GN, form=(blé, colza, orge, maïs, tournesol, soja"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_43FCO_GC_2009_07_28_20.html"	"vespa"	"es grandes cultures"	"(colza, blé, orge d'hiver, orge"	"de printemps, maïs,"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, NOM, PUN, NOM"	"(, colza, ,, blé, ,, orge, d'hiver, ,, orge"	"13050-13081"	"type=GN, form=(colza, blé, orge d'hiver, orge"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_43FCO_GC_2009_07_28_20.html"	"vespa"	"orge de printemps,"	"maïs, tournesol, triticale, soja)"	"sera constitué de 1"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN"	"maïs, ,, tournesol, ,, triticale, ,, soja, )"	"13096-13129"	"type=GN, form=maïs, tournesol, triticale, soja)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_8_cereales_Normandie_R2012_cle0a7838.html"	"vespa"	"tivité des pucerons"	"sur blé et orge"	"est faible dans les"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, blé, et, orge"	"1301-1316"	"type=GN, form=sur blé et orge"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_8_cereales_Normandie_R2012_cle0a7838.html"	"vespa"	"ides ni insecticides"	") Blé et orge"	"BLE Limaces : Sur l"	"HTML, BODY, P"	"PUN, NOM, KON, NOM"	"), blé, et, orge"	"2943-2956"	"type=GN, form=) Blé et orge"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no20_du_22-07-2014_cle491adf.html"	"vespa"	"its Quelques fruits"	"(pommes et poires)"	"touchés par la moni"	"HTML, BODY, P"	"PUN, NOM, KON, NOM, PUN"	"(, pomme, et, poire, )"	"2216-2234"	"type=GN, form=(pommes et poires)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no20_du_22-07-2014_cle491adf.html"	"vespa"	"rtout préjudiciable"	"pour les pommes et poires de table"	". A suivre. Cochenil"	"HTML, BODY, P"	"PRP, DET:ART, NOM, KON, NOM, PRP, NOM"	"pour, le, pomme, et, poire, de, table"	"4565-4599"	"type=GN, form=pour les pommes et poires de table"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Arboriculture_n_34_du_1er_juin_2012_cle81dcf7.html"	"vespa"	"cardie des fili res"	"pommes et poires"	": Fran ois Hanquart"	"HTML, BODY, P"	"NOM, KON, NOM"	"pomme, et, poire"	"2032-2048"	"type=GN, form=pommes et poires"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Arboriculture_no24_du_27_mai_2011_cle0225f1.html"	"vespa"	"cardie des fili res"	"pommes et poires"	": Fran ois Hanquart"	"HTML, BODY, P"	"NOM, KON, NOM"	"pomme, et, poire"	"2273-2289"	"type=GN, form=pommes et poires"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Arboriculture_no47_du_27_juin_2012_cle85d7b3.html"	"vespa"	"cardie des fili res"	"pommes et poires"	": Fran ois Hanquart"	"HTML, BODY, P"	"NOM, KON, NOM"	"pomme, et, poire"	"2084-2100"	"type=GN, form=pommes et poires"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Cultures_Legumieres_No117_cle8542c6.html"	"vespa"	"d'autres alliacées"	"(oignon, ciboulette)"	"permettent déjà d'o"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, oignon, ,, ciboulette, )"	"6262-6282"	"type=GN, form=(oignon, ciboulette)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Cultures_Ornementales_et_ZNA_No5_du_13_06_14_cle85d729.html"	"vespa"	"ur choisya, acacia,"	"rosiers, griseline, hibiscus, polygala"	"et azalées. 13 juin"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"rosier, ,, griseline, ,, hibiscus, ,, polygala"	"3058-3096"	"type=GN, form=rosiers, griseline, hibiscus, polygala"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Cultures_Ornementales_et_ZNA_No5_du_13_06_14_cle85d729.html"	"vespa"	"étaux concernés sont"	": Rosier, rhododendron, pittospore, bambous, photinia, viburnum et hêtre"	". La présence d'indi"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, KON, NOM"	":, rosier, ,, rhododendron, ,, pittospore, ,, bambou, ,, photinia, ,, viburnum, et, hêtre"	"3655-3727"	"type=GN, form=: Rosier, rhododendron, pittospore, bambous, photinia, viburnum et hêtre"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Cultures_Ornementales_et_ZNA_No5_du_13_06_14_cle85d729.html"	"vespa"	"pittospore, acacia,"	"eucalyptus et eleagnus"	". On y retrouve prin"	"HTML, BODY, P"	"NOM, KON, NOM"	"eucalyptus, et, eleagnus"	"4278-4300"	"type=GN, form=eucalyptus et eleagnus"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_GC_MP_10_4.html"	"vespa"	"attaques de sitones"	"sur pois et féverole"	"; seuil de nuisibil"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"666-686"	"type=GN, form=sur pois et féverole"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_GC_MP_10_4.html"	"vespa"	"oitié des parcelles"	"en pois et féverole"	"d'hiver du réseau."	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"en, pois, et, féverole"	"7242-7261"	"type=GN, form=en pois et féverole"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_GC_n_21_du_12_avril_2011.html"	"vespa"	"ia dans la rotation"	"(colza, tournesol soja )"	",les attaques recens"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, NOM, PUN"	"(, colza, ,, tournesol, soja, )"	"4428-4452"	"type=GN, form=(colza, tournesol soja )"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_JEV_2012-no5_cle422e12.html"	"vespa"	"ont encore visibles"	"sur érables champêtre et sycomore"	", mais aussi sur ros"	"HTML, BODY, P"	"PRP, NOM, ADJ, KON, NOM"	"sur, érable, champêtre, et, sycomore"	"4759-4792"	"type=GN, form=sur érables champêtre et sycomore"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Legumes_n_09_du_20_decembre_2012.html"	"vespa"	"ave rouge, carotte,"	"navet, radis)"	"Apport récent de fu"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN"	"navet, ,, radis, )"	"4556-4569"	"type=GN, form=navet, radis)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Legumes_no13_cle4531f2.html"	"vespa"	"SEUR-PLRN; Carotte,"	"Epinard, Pois de conserve, Haricots verts et Scorson"	"res : L. NIVET-UNIL"	"HTML, BODY, P"	"NAM, PUN, NOM, PRP, NOM, PUN, NOM, ADJ, KON, NOM"	"Epinard, ,, pois, de, conserve, ,, haricot, vert, et, Scorson"	"1837-1889"	"type=GN, form=Epinard, Pois de conserve, Haricots verts et Scorson"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Legumes_no29_cle43abde.html"	"vespa"	"cultures sensibles"	"comme le chou de Bruxelles ou le chou de Milan"	". Epinard : symptƒme"	"HTML, BODY, P"	"KON, DET:ART, NOM, PRP, NAM, KON, DET:ART, NOM, PRP, NAM"	"comme, le, chou, de, Bruxelles, ou, le, chou, de, Milan"	"1092-1138"	"type=GN, form=comme le chou de Bruxelles ou le chou de Milan"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_N_04-ARBO-2014-03-06_cle811cb8.html"	"vespa"	"bourgeon d'hiver """	"pour Fuji et Golden"	"à début B "" début d"	"HTML, BODY, P"	"PRP, NAM, KON, NOM"	"pour, Fuji, et, golden"	"1165-1184"	"type=GN, form=pour Fuji et Golden"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_N_04-ARBO-2014-03-06_cle811cb8.html"	"vespa"	"n Gironde : stade A"	"pour Fuji, Golden"	"et Chantecler à déb"	"HTML, BODY, P"	"PRP, NAM, PUN, NOM"	"pour, Fuji, ,, golden"	"1378-1395"	"type=GN, form=pour Fuji, Golden"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_N_04-ARBO-2014-03-06_cle811cb8.html"	"vespa"	"stade C à début C3"	"pour Comice, William's"	"; stade C3-D pour P"	"HTML, BODY, P"	"PRP, NOM, PUN, NAM"	"pour, comice, ,, William's"	"1959-1981"	"type=GN, form=pour Comice, William's"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_No18-ARBO-2013-08-01_cle8db614.html"	"vespa"	"rds des cours d'eau"	"avec ronces et orties )"	"et broyage des adve"	"HTML, BODY, P"	"PRP, NOM, KON, NOM, PUN"	"avec, ronce, et, ortie, )"	"19185-19208"	"type=GN, form=avec ronces et orties )"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_No18-ARBO-2013-08-01_cle8db614.html"	"vespa"	"tes espèces suivies"	"(cerisier, prunier et kiwi)"	". Des attaques impor"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, KON, NOM, PUN"	"(, cerisier, ,, prunier, et, kiwi, )"	"19678-19705"	"type=GN, form=(cerisier, prunier et kiwi)"
