"bsv"	"context before"	"conjunction"	"match"	"context after"	"location"	"features"
"bsv_24_pdt_10_septembre_2013_cle8c5281"	", Mac Cain, NORIAP,"	"Roquette, Coopérative"	"Roquette"	"de Vecquemont, Earl"	"2965-2986"	"type=N_PUN_N, form=Roquette, Coopérative"
"bsv_24_pdt_10_septembre_2013_cle8c5281"	"Deraeve, Ferme des"	"Tilleuls, Terres"	"Tilleuls"	"de France, Bayer, F"	"3035-3051"	"type=N_PUN_N, form=Tilleuls, Terres"
"bsv_32_aout_2013_01_ambroisie_cle8311f4"	"pertes de récoltes ("	"tournesol et maïs"	"tournesol, maïs"	"notamment). Ambrois"	"811-828"	"type=N_KON_N, form=tournesol et maïs"
"bsv_32_aout_2013_01_ambroisie_cle8311f4"	"esol, de maïs et de"	"soja, les"	"soja"	"chaumes de blé, les"	"2481-2490"	"type=N_PUN_N, form=soja, les"
"bsv_32_aout_2013_01_ambroisie_cle8311f4"	"oja, les chaumes de"	"blé, les"	"blé"	"zones de constructi"	"2502-2510"	"type=N_PUN_N, form=blé, les"
"bsv_32_aout_2013_01_ambroisie_cle8311f4"	"res de champs et de"	"forêts, les"	"forêts"	"berges des rivières"	"2563-2574"	"type=N_PUN_N, form=forêts, les"
"bsv_32_aout_2013_01_ambroisie_cle8311f4"	"ts de graines et de"	"fourrages, les"	"fourrages"	"moulins à huile et"	"2684-2698"	"type=N_PUN_N, form=fourrages, les"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"principalement aux"	"crucifères(=chou, navet, radis, betterave, rhubarbe"	"navet, radis, betterave, rhubarbe"	", ). Cycle de vie :"	"1391-1442"	"type=N_PUN_N, form=crucifères(=chou, navet, radis, betterave, rhubarbe"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"e déclin rapide sur"	"oliviers, lauriers"	"oliviers, lauriers"	", roses, amandiers e"	"4531-4549"	"type=N_PUN_N, form=oliviers, lauriers"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"s, lauriers, roses,"	"amandiers et chênes"	"amandiers, chênes"	"De gauche à droite"	"4558-4577"	"type=N_KON_N, form=amandiers et chênes"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"Réseau POTAGER (sur"	"Choux, Salades"	"Choux, Salades"	"& Cucurbitacées) Li"	"9312-9326"	"type=N_PUN_N, form=Choux, Salades"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"aque pluie, marc de"	"café, sciure"	"café"	"à disperser aux pie"	"10203-10215"	"type=N_PUN_N, form=café, sciure"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"t, les feuilles des"	"rhododendrons et fraisiers"	"fraisiers"	". De haut en bas : C"	"11334-11360"	"type=N_KON_N, form=rhododendrons et fraisiers"
"bsv_arbo_61_2014_cle471ee4"	"MALA- Moniliose sur"	"pommes, chancre"	"pommes"	"à Nectria sur pouss"	"693-708"	"type=N_PUN_N, form=pommes, chancre"
"bsv_arboriculture_20110420-1_10__cle0cab87"	"ssion. En parcelles"	"précoces, Golden, Gala"	"Golden, Gala"	", Granny ont atteint"	"499-521"	"type=N_PUN_N, form=précoces, Golden, Gala"
"bsv_arboriculture_20110420-1_10__cle0cab87"	"protection de leurs"	"vergers et les"	"vergers"	"invite à prendre ce"	"8931-8945"	"type=N_KON_N, form=vergers et les"
"bsv_grandes_cultures_N15_28_02_13_V3"	"illance sur pois de"	"printemps et féverole"	"féverole"	". COLZA- É DITION M"	"605-626"	"type=N_KON_N, form=printemps et féverole"
"bsv_grandes_cultures_N15_28_02_13_V3"	"ité de parcelles de"	"pois et féverole"	"pois, féverole"	"du réseau ayant att"	"6871-6887"	"type=N_KON_N, form=pois et féverole"
"bsv_grandes_cultures_N15_28_02_13_V3"	"dégâts sur pois de"	"printemps et féverole"	"féverole"	". Sur pois d'hiver s"	"7616-7637"	"type=N_KON_N, form=printemps et féverole"
"bsv_legumes_17"	"................. 2"	"Carotte, céleri, cerfeuil, panais et persil"	"Carotte, céleri, cerfeuil, panais, persil"	"..................."	"284-327"	"type=N_PUN_N_KON_N, form=Carotte, céleri, cerfeuil, panais et persil"
"bsv_legumes_17"	"Cultures sous abris"	"froids et maraîchage"	"maraîchage"	"tr aditionnel ....."	"1331-1351"	"type=N_KON_N, form=froids et maraîchage"
"bsv_legumes_17"	"......... 24 Oignon"	"échalote et pomme"	"échalote"	"de terre primeur .."	"3830-3847"	"type=N_KON_N, form=échalote et pomme"
"bsv_legumes_17"	"Cultures sous abris"	"froids et maraîchage"	"maraîchage"	"traditionnel : Tout"	"4981-5001"	"type=N_KON_N, form=froids et maraîchage"
"bsv_legumes_17"	"arien à surveiller."	"Choux, salades"	"Choux, salades"	": attention aux che"	"5114-5128"	"type=N_PUN_N, form=Choux, salades"
"bsv_legumes_17"	"Page 2 Ombellifères"	"Carotte, céleri, cerfeuil, panais et persil"	"Carotte, céleri, cerfeuil, panais, persil"	"Composition du rése"	"7530-7573"	"type=N_PUN_N_KON_N, form=Carotte, céleri, cerfeuil, panais et persil"
"bsv_legumes_17"	"es feuilles (céleri"	"branche et persil"	"persil"	"), le seuil est iden"	"11863-11880"	"type=N_KON_N, form=branche et persil"
"bsv_legumes_17"	"Cultures sous abris"	"froids et maraîchage"	"maraîchage"	"traditionnel Compos"	"24291-24311"	"type=N_KON_N, form=froids et maraîchage"
"bsv_legumes_17"	"liaires. Crucifères"	"Choux, navets, radis"	"Choux, navets, radis"	"ALTISE Etat général"	"27518-27538"	"type=N_PUN_N, form=Choux, navets, radis"
"bsv_legumes_17"	"rveiller Solanacées"	"Solanacées et concombres"	"concombres"	"PUCERON Etat généra"	"33097-33121"	"type=N_KON_N, form=Solanacées et concombres"
"bsv_legumes_17"	"essentiellement sur"	"tomates, aubergines et concombres"	"tomates, aubergines, concombres"	". Leur présence n'im"	"34168-34201"	"type=N_PUN_N_KON_N, form=tomates, aubergines et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"concombres"	"ci-dessus. CLADOSPO"	"35662-35686"	"type=N_KON_N, form=Solanacées et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"concombres"	"ci-dessus. DORYPHOR"	"37629-37653"	"type=N_KON_N, form=Solanacées et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"concombres"	"ci-dessus. Directeu"	"38537-38561"	"type=N_KON_N, form=Solanacées et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"concombres"	"ci-dessus. ACARIEN"	"39628-39652"	"type=N_KON_N, form=Solanacées et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"concombres"	"ci-dessus. THRIPS E"	"39712-39736"	"type=N_KON_N, form=Solanacées et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"concombres"	"ci-dessus. OÏDIUM E"	"39784-39808"	"type=N_KON_N, form=Solanacées et concombres"
"bsv_legumes_17"	"Tuta absoluta ("	"tomates, solanacées"	"tomates"	") 1"	"40872-40891"	"type=N_PUN_N, form=tomates, solanacées"
"bsv_legumes_17"	"geage important sur"	"cerisier et fraisier"	"cerisier, fraisier"	"afin de détecter pr"	"57150-57170"	"type=N_KON_N, form=cerisier et fraisier"
"bsv_legumes_17"	"surveiller. Oignon"	"échalote et pomme"	"échalote"	"de terre primeur Oi"	"62261-62278"	"type=N_KON_N, form=échalote et pomme"
"bsv_legumes_17"	"i vous avez sur vos"	"oignons, échalote"	"oignons, échalote"	", échalions, ,.. des"	"69265-69282"	"type=N_PUN_N, form=oignons, échalote"
"bsv_legumes_17"	"t été observées sur"	"échalion et oignon"	"échalion, oignon"	"semis grande cultur"	"72463-72481"	"type=N_KON_N, form=échalion et oignon"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"8 Autres cultures :"	"pois, pomme"	"pois"	"de terre page 19 Fr"	"1384-1395"	"type=N_PUN_N, form=pois, pomme"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"her les cultures de"	"melon et solanacées"	"melon"	"). Les plantes attei"	"21149-21168"	"type=N_KON_N, form=melon et solanacées"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"cultures de céleri-"	"rave, céleri"	"céleri"	"-branche, persil, fe"	"25209-25221"	"type=N_PUN_N, form=rave, céleri"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"céleri-rave, céleri-"	"branche, persil, fenouil"	"persil, fenouil"	", panais Psilea rosa"	"25222-25246"	"type=N_PUN_N, form=branche, persil, fenouil"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"ces de plantes : le"	"navet, le"	"navet"	"radis, les choux, l"	"28411-28420"	"type=N_PUN_N, form=navet, le"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"ntes : le navet, le"	"radis, les"	"radis"	"choux, le colza Rés"	"28421-28431"	"type=N_PUN_N, form=radis, les"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"avet, le radis, les"	"choux, le"	"choux"	"colza Résultats des"	"28432-28441"	"type=N_PUN_N, form=choux, le"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"cultivées (pomme de"	"terre, poivron, piment"	"poivron, piment"	") et les adventices"	"29466-29488"	"type=N_PUN_N, form=terre, poivron, piment"
"bsv_zna_20130801_9_cle8215c1"	"ride sp. Dégâts sur"	"choux et roquette"	"choux, roquette"	"Altise Dégâts sur c"	"784-801"	"type=N_KON_N, form=choux et roquette"
"bsv_zna_20130801_9_cle8215c1"	"e Altise Dégâts sur"	"choux et roquette"	"choux, roquette"	"PuceronsSur rosiers"	"820-837"	"type=N_KON_N, form=choux et roquette"
"bsv_zna_20130801_9_cle8215c1"	"oquette PuceronsSur"	"rosiers, dahlias"	"rosiers"	": en diminution Tom"	"850-866"	"type=N_PUN_N, form=rosiers, dahlias"
"bsv_zna_20130801_9_cle8215c1"	"retenir : teigne du"	"poireau et MTN"	"poireau"	"sur rosier Attaque"	"992-1006"	"type=N_KON_N, form=poireau et MTN"
"bsv_zna_20130801_9_cle8215c1"	"s taches noires sur"	"rosier et le"	"rosier"	"mildiou, d'autant p"	"2656-2668"	"type=N_KON_N, form=rosier et le"
"bsv_zna_20130801_9_cle8215c1"	"AOÛT 2013 A ltise"	"Choux et roquette"	"Choux, roquette"	"Réseau d'observatio"	"17287-17304"	"type=N_KON_N, form=Choux et roquette"
"bsv_zna_20130801_9_cle8215c1"	"OUCHEMAINE - jardin"	"associatif,
choux"	"choux"	",15 pieds observés e"	"17375-17392"	"type=N_PUN_N, form=associatif,
choux"
"bsv_zna_20130801_9_cle8215c1"	"SARTHE - jardin de"	"particulier, roquette"	"roquette"	"). Observations Sur"	"17471-17492"	"type=N_PUN_N, form=particulier, roquette"
"bsv_zna_20130801_9_cle8215c1"	"). Observations Sur"	"choux, l'indice"	"choux"	"de gravité est de 3"	"17512-17527"	"type=N_PUN_N, form=choux, l'indice"
"bsv_zna_20130801_9_cle8215c1"	"1 site en Mayenne ("	"CHANGE, jardin"	"jardin"	"de particulier) en"	"19316-19330"	"type=N_PUN_N, form=CHANGE, jardin"
"bsv_zna_20130801_9_cle8215c1"	"sur viorne Boule de"	"neige' et pommier"	"pommier"	"Observations augmen"	"22959-22976"	"type=N_KON_N, form=neige' et pommier"
"bsv_zna_20130801_9_cle8215c1"	"'est stabilisée. de"	"particulier, pommier"	"pommier"	", suivi approfondi)"	"23142-23162"	"type=N_PUN_N, form=particulier, pommier"
"bsv_zna_20130801_9_cle8215c1"	"Office National des"	"Forêts, FREDON"	"Forêts"	"PdL, FDGDONs et GDO"	"26944-26958"	"type=N_PUN_N, form=Forêts, FREDON"
"bsv_zna_mai_2011_4__cle81e41d"	"ur les feuilles des"	"aulnes, charmes, noisetiers, hêtres et tilleuls"	"noisetiers, tilleuls"	". C'est en Mayenne q"	"9051-9098"	"type=N_PUN_N_KON_N, form=aulnes, charmes, noisetiers, hêtres et tilleuls"
"bsv_zna_mai_2011_4__cle81e41d"	"Riez, Laval Nature"	"Elagage, Pépinières"	"Pépinières"	"DAUGUET Ce bulletin"	"12709-12728"	"type=N_PUN_N, form=Elagage, Pépinières"
"bsvmaraichage_20130329_3_cle8d1bdc"	"ltures sous abris :"	"concombre, tomate"	"concombre, tomate"	", aubergine, poivron"	"6170-6187"	"type=N_PUN_N, form=concombre, tomate"
"bsvmaraichage_20130329_3_cle8d1bdc"	"des taches jaunes ("	"tomate, poivron"	"tomate, poivron"	") ou des déformation"	"6361-6376"	"type=N_PUN_N, form=tomate, poivron"
"horti12_cle0346d5"	"pus, Cycas, Phoenix"	"roebellini, Pittosporum, Mûriers, Bougainvillées"	"Mûriers"	"Maladies Cladospori"	"2018-2066"	"type=N_PUN_N, form=roebellini, Pittosporum, Mûriers, Bougainvillées"
"horti12_cle0346d5"	"tis sur cultures de"	"tulipes et pivoine"	"pivoine"	"dans le Var, les in"	"2256-2274"	"type=N_KON_N, form=tulipes et pivoine"
"modification_BSV_maraichage_13-03_cle8eed1c"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"5099-5148"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"modification_BSV_maraichage_13-03_cle8eed1c"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. Le B"	"5149-5168"	"type=N_PUN_N, form=horticulture, zones"
"note_nationale_cle831acf"	"ière est donnée sur"	"aubergine et tomate"	"aubergine, tomate"	". L'identification s"	"3615-3634"	"type=N_KON_N, form=aubergine et tomate"
