	Line	Column	Rule ID	Prio	Message	Word	Suggestion
232	456	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bernac	Bernay; Berna; Bernai; Bernas; Bernasse
233	459	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bernin	Berlin; Bernie; Bénin
234	461	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bes-	Des; Les; Ses; Ces; Dès
235	462	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	theim	thème; thés; Théo; tés; Théa
236	463	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Best	Est; Test; Brest; Lest; Béat
237	464	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Biancu	Bianca
238	468	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Blasimon	Blason; Blasions
239	469	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Blayais	Blâmés; Blasés; Balayais; Bayais; Blasais
240	471	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Boisse	Boisé; Boise; Boisè; Boësse; Baisse
241	472	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bollenberg	Eilenberg
242	474	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bonnieux	Bannière; Bonheur; Tonneaux; Bonnie; Bannie
243	475	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bonomelli	Bernoulli; Bonneville; Benozillo; Bogomile; Bondelle
244	477	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Botanica	Botanique; Botanisa
245	479	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bottereau	Hottereau; Jottereau; Gouttereau; Hottereaux; Jottereaux
246	480	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bouaye	Bouaké
247	481	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bourdic	Boudin; Bourdon; Bourdieu; Bourde; Gourdin
248	482	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bourgeais	Bourgeois; Bougeais; Bourge ais
249	484	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bourgueil	Bourgeois; Bourges; Bourget; Bourgeon; Orgueil
250	485	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bractocera	Bachotera; Brachycère; Braconnera; Branlochera; Brasseyera
251	486	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Branceilles	Branchiales; Balancelles; Arantèles; Brandilles; Brandillés
252	487	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Braucol	Brocoli
253	489	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bretaudeau	Bernardo; Batardeau; Trémolo; Renardeau; Bricolo
254	491	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Brivezac	Arrivera; Bivouac; Breveta; Brisera; Privera
255	492	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Brizay	Brian; Brisa; Brida; Brisas; Brize
256	493	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Brochard	Brocard; Broc hard
257	494	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Brulhois	Brûlots; Brugeois; Brûlis; Brulis; Brulots
258	495	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bréville	Brésille; Brésillè; Brésillé
259	498	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Burie	Curie; Burin; Furie; Bure; Brie
260	499	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Buxy	Aux; But; Buts; Eux; Bus
261	500	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Buzet	Bizet
262	502	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bénac	Benna; Bennai; Bennas; Bennasse; Bennât
263	514	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CA2B	CAB
264	531	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CAMN	CAMP; CAEN; CAME; CAÏN; CAMA
265	532	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CANICO	CASINO; CALICE; CANINE; CANDICE; CANIN
266	533	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CAPDL	CANAL; CAP; CARL; CAPE; CAPOT
267	534	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CAPEL	CAPE; CAPET; CAPES; CAPÉ; CAPÉS
268	535	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CAPL	CAP; CARL; CAPE; CAPS; CAL
269	536	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CARBONARIUS	CARBONARI US
270	537	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CARDET	CADET; CARNET; CARDER; CARDE; CARDES
271	538	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CARRERE	CARRÈRE; CARRIÈRE; CARRÉE; CARRURE; CARRELÉ
272	539	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CARRETIER	CHARRETIER
273	540	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CASTANET	CATANE; CASSANT; CAPTANT; CASTELET; CASTAGNE
274	541	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CAZILHAC	CADILLAC
275	542	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CBNPMP	CINÉMA; CAMP; CHAMP; BNP; CNSMD
276	550	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CEFEL	RÉEL; CAFÉ; CIEL; CÈDE; CÉDER
277	551	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CENTENNIAL	CENTENNAL
278	552	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CHATUFAUD	CHÂTEAU; CHÂTEAUX; CHAUFFARD; CHABAUD; ÉCHAFAUD
279	553	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CHAVAGNAC	CHÂTAIGNA; CHÂTAIGNAI; CHÂTAIGNAS; CHÂTAIGNÂT; RACAGNAC
280	554	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CHOLAT	CHOLET; CHOFÂT; CHOPÂT; CHOSÂT; CHOYÂT
281	555	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CHUSCLAN	MUSCLA; MUSCLANT; CHARCLA; CHARCLAI; CHARCLANT
282	556	1			« CICADELLE » et « CICADELLES » ne semblent pas bien accordés en nombre.	CICADELLE	
283	558	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CIRAME	CIRAGE; CÉRAME; CRAMÉ; CIRÂMES; CRAME
284	559	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CIVA	C'IRA; CIA; DIVA; CITA; CAVA
285	560	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CIVB	CIVE
286	561	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	COLLOT	COLLET; CALLOT; COLLÂT
287	562	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	COOPCERNO	CONCERNE; CONCERNÉ; CONCERTO; COOPER; COOPÉRER
288	563	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	COPAC	COPAL; COUAC
289	564	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CRA	CRÉA; ÇA; CFA; CIA; CRU
290	565	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CRAAURA	CRAQUA; CRAQUERA; CRAMERA; CRACRA; CRANERA
291	566	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CRAB	CRABE; CRAN; RAB; CRAC; CRAD
292	567	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CRAGE	CRÂNE; RAGE; CAGE; CRABE; CRAIE
293	568	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CRAO	CRAON; CRAN; CIAO; PRAO; CRAC
294	570	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CRVI	CRI; CARVI
295	571	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CRYPTOBLABES	CRYPTOBIOSES; CRYPTOGAMES
296	573	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CTIFL	ACTIF; ACTIFS; CIEL; CNIL; CLIFF
297	574	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cabardès	Camardes; Cacardes; Cafardes; Cafardés; Canardes
298	575	1			« Cabernet » et « Cabernets » ne semblent pas bien accordés en nombre.	Cabernet	
299	577	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cadalen	Catalan; Cabale; Caudale; Cavale; Caudales
300	580	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Calepitrimerus	
301	581	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Calvisson	Calisson; Calaison
302	583	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Campsas	Campas; Clampsas; Crampsas; Camp sas; Camps as
303	585	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Capitoro	Capitaux; Capitole; Capitoul; Capiton; Capitons
304	586	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Carcassonnais	Saucissonnais; Saucissonnés; Garnisonnais; Garnisonnés; Paraisonnais
305	588	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cardet	Cadet; Carnet; Carder; Carde; Cardes
306	591	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Caseneuve	Case neuve
307	592	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Castanet	Catane; Cassant; Captant; Cassante; Castelet
308	593	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Castillon	Castillan
309	595	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Catania	Catane; Natalia; Katanga; Tania; Catalpa
310	596	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cazes	Cafés; Cases; Caves; Cages; Cames
311	599	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cercope	C'écope; Cercle; Regroupe; Regroupé; Écope
312	602	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cf2	CFA; CFP; CM2; CE2; CF₄
313	604	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chablisien	Chablassiez
314	605	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chablisienne	Pharisienne; Calaisienne; Chablassions; Chablassent; Chaosienne
315	607	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Champlitte	Chambrette; Chapitre; Charlotte; Charpente; Champêtre
316	608	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chandler	Changer; Chantier; Chanter; Chandelier; Chanceler
317	609	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chardo	Chardon; Chaudeau; Chatrou; Char do
318	610	1			« Charente » et « Charentes » ne semblent pas bien accordés en nombre.	Charente	
319	612	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CharentesVigne	
320	613	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chassors	Chasseurs; Chassons; Chassoirs; Chas sors
321	614	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chateaugay	Châteauguay
322	615	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chatillonnais	Carillonnais; Castillonnais; Tatillonnais; Échantillonnais
323	617	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chavagnac	Châtaigna; Châtaignai; Châtaignas; Châtaignât; Racagnac
324	618	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chavignol	Avignon; Champignon; Chaînon; Chignon; Chainon
325	619	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cheneché	Chevêche
326	622	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cheverny	Chevesne; Chevenne
327	623	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chignin	Chignon
328	624	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chinon	Chaînon; Chignon; Chiton; Chicon; Chainon
329	625	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chinonais	Chinois; Chalonnais; Chiffonnés; Chaponnais; Chaponnés
330	626	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chiroubles	Chi roubles
331	629	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Christol	Christel
332	631	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chrysoperla	Chrysobéryl; Chrysomèle; Chrysobéryls; Chrysopée; Chrysope
333	633	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Chérac	Chirac; Cherra; Cherrai; Cherras; Cherrasse
334	634	1			« Cicadelle » et « Cicadelles » ne semblent pas bien accordés en nombre.	Cicadelle	
335	636	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cichosz	Chose; Riches; Richesse; Cachés; Clichés
336	637	1			« Cigarier » et « Cigariers » ne semblent pas bien accordés en nombre.	Cigarier	
337	639	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Civa	C'ira; CIA; Diva; Cita; Cava
338	640	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cizay	CIA; Chimay; Cindy; Cita; Ciney
339	642	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Classun	Chacun
340	645	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cnephasia	Déphasa; Déphasai
341	646	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cochonneau	Cochonne au
342	648	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Colombard	Lombard; Colombage
343	649	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Colomerus	Colomiers; Coloreras
344	650	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Compeyre	Compère
345	651	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Concelles	Conciles; Congelés; Congèles; Con celles
346	652	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Conflent	Confluent; Confient; Gonflent; Ronflent; Conf lent
347	653	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Consel	Conseil; Consul; Consuel; Con sel
348	655	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	CoopAzur	Comparer; Compteur; Cooper; Coopérer; Coauteur
349	656	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cooptain	Cooptée; Cooptés; Cooptai; Cooptais; Cooptait
350	658	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Corbères	Cerbères; Corbières; Corb ères
351	660	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Corny	corne-y; Corne; Corey; Cornu; Corné
352	663	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cot	Tout; Cet; Côté; Août; Mot
353	665	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Courrensan	Courtisan
354	666	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Coutras	Soutras; Contras; Coutres; Outras; Coudras
355	667	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cozes	Côtés; Causes; Côtes; Codes; Causés
356	668	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cressin	Cresson; Gressin
357	669	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Creysse	Créasse; Creuse; Creusé; Caresse; Caressé
358	670	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Crezancy	Créance
359	671	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Crouseille	Croustille; Croustillè; Croustillé
360	672	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Crozes	Créoles; Croies; Croles; Crolés; Crozet
361	673	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cruet	Crue; Crues; Cruel; Crut; Crût
362	674	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cryptoblabes	Cryptobioses; Cryptogames
363	675	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cryptoblabés	Cryptobioses; Cryptogames
364	676	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Csoka	Choqua; Croqua; Cloqua; Costa; Coma
365	677	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Ctifl	Actif; Actifs; Ciel; Coiffe; Coiffé
366	678	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cucuron	Cicéron; Puceron; Mucron; Coqueron; Culeron
367	679	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cunac	Canal; Cuba; Conan; Cognac; Culasse
368	680	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cuq	Coq; Cul; cBq
369	681	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cx	CX; Ce; Cm; CD; Ex
370	682	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cydia	Lydia
371	683	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Cèze	Seize; Cède; Caire; Cédé; CEE
372	687	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Côt	Cet; Côté; Mot; Côte; Tôt
373	692	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	D'ETE	ÉTÉ; ET; ÊTRE; ETC; TÊTE
374	694	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	D'Ornon	Ognon; Orion; Orlon; Ornons; Or non
375	699	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DANLAS	D'ATLAS; D'ANAS; DALLAS; DANSAS
376	700	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DAPHNE	DAPHNÉ; D'APHONE; D'APHTE; DAPHNIE; DAPHNÉS
377	701	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DAR	PAR; CAR; DER; DUR; BAR
378	702	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DAVIDOU	DAVID
379	703	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DAconseil	Conseil; Déconseillé; Déconseille; Déconseilla; Déconseillè
380	704	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DDCSPP	DUCS; DHCP; DÉCAPE; DÉCAPÉ; CMPP
381	705	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DEBUT	DÉBUT; DÉBUTE; DÉBUTS; DÉBIT; DÉBAT
382	707	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DEPHY	DÉPIT; DÉPÔT; DERBY; DÉCHU; DELHI
383	708	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DGAl	Égal; Dual; Dal; Deal; Gal
384	709	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DOREE	DORÉE; D'ORÉE; D'ORNÉ; D'ORNÉE; DURÉE
385	710	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DRA	RDA; DIRA; DURA; IRA; DEA
386	711	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DRAAF	DRAME; DRAMA; DRAP; DRAPS; DRAKE
387	712	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DROSOPHILA	DROSOPHILE
388	714	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DUBUS	D'ABUS; D'OBUS; D'URUS; DUBS; DUB US
389	715	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DUFRESNE	DURÉE; DRESSE; DUCHESSE; DURENT; DRESSÉ
390	716	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	DUVÉGÉTAL	VÉGÉTAL
391	718	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Dao	Do; Duo; São; Dam; Dan
392	720	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Davayé	D'avalé; D'avare; D'avoyé; Navale; Dave
393	722	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Dead	De ad; D'EA; DEA; Dean; Deal
394	723	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Delbac	Débat; Delta; Delà; Délai; Deltas
395	726	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Deves	D'étés; D'Ève; Décès; Rêves; Devez
396	727	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Df	dF; De; Du; Dû; Do
397	728	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Df2	dF
398	729	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Dias	D'as; Dits; Dis; Dais; Divas
399	731	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Dillon	D'iléon; D'Allan; D'Ellen; Sillon; Filon
400	732	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Dim	D'IP; Dit; Dix; Jim; Kim
401	737	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Drepanothrips	
402	738	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Drosophila	Drosophile
403	741	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Dufaud	Défaut; Durand; Buffon; Dufour; Defoe
404	744	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Dégats	D'états; D'ébats; Dégâts; Débats; Légats
405	745	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Désirat	D'émirat; Désirât; Désirait; Désirant; Désira
406	747	1			Faute de frappe possible : un mot est répété : E E. Correction : « E ».	E	E
407	754	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ECOPHYTO	NÉOPHYTE; ÉPIPHYTE; ÉCOPENT; ÉCOPANT; GÉOPHYTE
408	755	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	EDITION	ÉDITION; ÉDITIONS; SÉDITION; ÉDICTION
409	756	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	EGETATIFS	VÉGÉTATIFS
410	757	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	EI	ET; EN; SI; NI; EX
411	758	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	EICHHORN	BICHON; ICHOR; DICHLORE; ICHORS; NICHON
412	759	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ELLI	ELLE; ÉLOI; ELLA; ELLIE
413	761	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	EPI	ÉPI; API; ÉPIS; PI; KÉPI
414	762	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ERINOSE	MÉRINOS; RIBOSE; TRINÔME; ÉRINE; TRIOSE
415	764	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ESTAGEL	ÉTAGE; ÉTAGES; STAGE; STAGES; STAËL
416	765	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	EUDEMIS	EUDÉMIS
417	766	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	EVOLUTION	ÉVOLUTION; RÉVOLUTION; ÉVOLUTIONS; DÉVOLUTION
