"bsv"	"context"	"word"	"context"	"location"	"features"
"bsv_grandes_cultures_n35_09082018-2_cle06f22b"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"12572-12594"	"type=N_KON_N, form=cultures et les invite"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"a dans la rotation ("	"colza, tournesol, pois"	") ;- Les conditions"	"14046-14068"	"type=N_PUN_N, form=colza, tournesol, pois"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"maladie. En cas de"	"contamination du colza, l'application"	"d'un produit de bio"	"14929-14966"	"type=N_PUN_N, form=contamination du colza, l'application"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"de biocontrôle sur"	"les pailles et chaumes"	"permet de faire dim"	"14999-15021"	"type=N_KON_N, form=les pailles et chaumes"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"cipaux ravageurs du"	"sol du maïs et les corvidés"	". Avec le retour de"	"20431-20458"	"type=N_KON_N, form=sol du maïs et les corvidés"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"entices des Grandes"	"Cultures et les méthodes de lutte"	"préventive en consu"	"20988-21021"	"type=N_KON_N, form=Cultures et les méthodes de lutte"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"s : Ascochytose sur"	"pois et botrytis"	"sur féverole signal"	"1396-1412"	"type=N_KON_N, form=pois et botrytis"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"uverture du sol par"	"la culture, le seuil"	"indicatif de risque"	"3991-4011"	"type=N_PUN_N, form=la culture, le seuil"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"ptômes : Principale"	"maladie de la culture, les symptômes"	"s'apparentent à des"	"20568-20604"	"type=N_PUN_N, form=maladie de la culture, les symptômes"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"abituelle sur cette"	"culture, les températures"	"gélives de début ma"	"21416-21441"	"type=N_PUN_N, form=culture, les températures"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"t-semis prélevée du"	"maïs, la herse"	"étrille peut être e"	"25747-25761"	"type=N_PUN_N, form=maïs, la herse"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"entices. Au-delà de"	"la levée du maïs, la herse"	"étrille peut occasi"	"25863-25889"	"type=N_PUN_N, form=la levée du maïs, la herse"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"aux repousses dans"	"les céréales, les betteraves"	"et dans les jardins"	"28504-28532"	"type=N_PUN_N, form=les céréales, les betteraves"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"entices des Grandes"	"Cultures et les méthodes de lutte"	"préventive en consu"	"34043-34076"	"type=N_KON_N, form=Cultures et les méthodes de lutte"
"char_gdes_Cultures_no26_du_14-08-19_cle0fb929"	"entices des Grandes"	"Cultures et les méthodes de lutte"	"préventive en consu"	"14108-14141"	"type=N_KON_N, form=Cultures et les méthodes de lutte"
"ge_houblon_no6_du_19-06-19_cle41558d"	"entices des Grandes"	"Cultures et les méthodes de lutte"	"préventive en consu"	"7196-7229"	"type=N_KON_N, form=Cultures et les méthodes de lutte"
"20180802_bsvmaraichage_19_cle04c2cf"	"is suivies. Altise ("	"Choux, Radis, Roquette"	") La pression altise"	"6454-6476"	"type=N_PUN_N, form=Choux, Radis, Roquette"
"20180802_bsvmaraichage_19_cle04c2cf"	"ivies de la région ("	"choux, radis, roquette"	", etc..). Des petits"	"6603-6625"	"type=N_PUN_N, form=choux, radis, roquette"
"20180802_bsvmaraichage_19_cle04c2cf"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"17774-17796"	"type=N_KON_N, form=cultures et les invite"
"20180920_bsvmaraichage_cle0649bf"	"-Levées. Ravageurs"	"Mouche du chou, Mouche des semis"	"(Navet) Le vol de l"	"2490-2522"	"type=N_PUN_N, form=Mouche du chou, Mouche des semis"
"20180920_bsvmaraichage_cle0649bf"	"impératif. Altises ("	"Navet, Rutabaga, Choux"	") Les populations d'"	"2884-2906"	"type=N_PUN_N, form=Navet, Rutabaga, Choux"
"20180920_bsvmaraichage_cle0649bf"	"ques dans plusieurs"	"parcelles de navet, choux, rutabaga"	"sur le 49. Les cond"	"3030-3065"	"type=N_PUN_N, form=parcelles de navet, choux, rutabaga"
"20180920_bsvmaraichage_cle0649bf"	"bles à ce ravageur."	"Teigne des crucifères et Piéride du chou"	"(Choux) A Longué, 1"	"3159-3199"	"type=N_KON_N, form=Teigne des crucifères et Piéride du chou"
"20180920_bsvmaraichage_cle0649bf"	"Lambert-des-Levées."	"Aleurode du chou et Punaise"	"rouge du chou (Chou"	"3443-3470"	"type=N_KON_N, form=Aleurode du chou et Punaise"
"20180920_bsvmaraichage_cle0649bf"	"asse-Goulaine (44)."	"Courgette et Potiron"	": parcelles flottan"	"5343-5363"	"type=N_KON_N, form=Courgette et Potiron"
"20180920_bsvmaraichage_cle0649bf"	"Avec l'avancée des"	"cultures, le risque"	"diminue, l'objectif"	"5785-5804"	"type=N_PUN_N, form=cultures, le risque"
"20180920_bsvmaraichage_cle0649bf"	"asse-Goulaine (44)."	"Courgette et Potiron"	": parcelles flottan"	"7117-7137"	"type=N_KON_N, form=Courgette et Potiron"
"20180920_bsvmaraichage_cle0649bf"	". Maladies Oïdium ("	"Concombre, Courgette, Potiron"	") Depuis plusieurs s"	"7185-7214"	"type=N_PUN_N, form=Concombre, Courgette, Potiron"
"20180920_bsvmaraichage_cle0649bf"	"s-sur-Loire (49) en"	"parcelle de concombre et courgette"	"et à Beaufort-en-Va"	"7614-7648"	"type=N_KON_N, form=parcelle de concombre et courgette"
"20180920_bsvmaraichage_cle0649bf"	"Drosophila suzukii ("	"Fraisier , Framboisier"	") Les populations de"	"9335-9357"	"type=N_PUN_N, form=Fraisier , Framboisier"
"20180920_bsvmaraichage_cle0649bf"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"14894-14916"	"type=N_KON_N, form=cultures et les invite"
"20181011_bsvmaraichage_27_cle09c363"	"e - Céleri - Panais"	"Mouche du céleri, septoriose"	"P.3 Fraisiers Framb"	"177-205"	"type=N_PUN_N, form=Mouche du céleri, septoriose"
"20181011_bsvmaraichage_27_cle09c363"	"gumières : carotte,"	"tomate, concombre"	",... Les populations"	"798-815"	"type=N_PUN_N, form=tomate, concombre"
"20181011_bsvmaraichage_27_cle09c363"	"e. Punaise rouge du"	"chou et altise"	"(Chou, Navet) Les p"	"5414-5428"	"type=N_KON_N, form=chou et altise"
"20181011_bsvmaraichage_27_cle09c363"	"du chou et altise ("	"Chou, Navet"	") Les populations de"	"5430-5441"	"type=N_PUN_N, form=Chou, Navet"
"20181011_bsvmaraichage_27_cle09c363"	"chou et des semis."	"Mouche du chou et mouches des semis"	"(Navet) Les piégeag"	"5733-5768"	"type=N_KON_N, form=Mouche du chou et mouches des semis"
"20181011_bsvmaraichage_27_cle09c363"	"pas de risque pour"	"les panais et céleri"	"en production. Mouc"	"7157-7177"	"type=N_KON_N, form=les panais et céleri"
"20181011_bsvmaraichage_27_cle09c363"	"ctonia et Botrytis ("	"Laitue, Mâche"	") Sur Pont-St-Martin"	"9735-9748"	"type=N_PUN_N, form=Laitue, Mâche"
"20181011_bsvmaraichage_27_cle09c363"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"14526-14548"	"type=N_KON_N, form=cultures et les invite"
"20190502_BSV_legumes_cle079711"	"4/19 27/04/19 Cette"	"semaine, la mouche de la carotte"	"était peu présente"	"8327-8359"	"type=N_PUN_N, form=semaine, la mouche de la carotte"
"20190502_BSV_legumes_cle079711"	"ns, décolorations)."	"Les aubergines et poivrons"	"ont été plantées la"	"24438-24464"	"type=N_KON_N, form=Les aubergines et poivrons"
"20190502_BSV_legumes_cle079711"	"estez vigilants sur"	"les aubergines et poivrons"	"qui sont les cultur"	"25116-25142"	"type=N_KON_N, form=les aubergines et poivrons"
"20190502_BSV_legumes_cle079711"	"entices des Grandes"	"Cultures et les méthodes de lutte"	"préventive en consu"	"26018-26051"	"type=N_KON_N, form=Cultures et les méthodes de lutte"
"20190731_BSV_legumes_cle01d6c6"	"........... 3 1"	"Description du réseau et stade de la culture"	"..................."	"445-489"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	".......... 12 1"	"Description du réseau et stade de la culture"	"..................."	"2221-2265"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	".......... 14 1"	"Description du réseau et stade de la culture"	"..................."	"2940-2984"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	"......... 20 1"	"Description du réseau et stade de la culture"	"..................."	"4747-4791"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	".......... 24 1"	"Description du réseau et stade de la culture"	"..................."	"5828-5872"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	".......... 25 1"	"Description du réseau et stade de la culture"	"..................."	"6363-6407"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	"ASPERGES ASPERGES 1"	"Description du réseau et stade de la culture"	"Au niveau culture,"	"8032-8076"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	"a culture Au niveau"	"culture, le temps"	"chaud est favorable"	"8087-8104"	"type=N_PUN_N, form=culture, le temps"
"20190731_BSV_legumes_cle01d6c6"	"cultivées (carotte,"	"luzerne, betterave"	") mais également sa"	"18840-18858"	"type=N_PUN_N, form=luzerne, betterave"
"20190731_BSV_legumes_cle01d6c6"	"s (oseille sauvage,"	"liseron, pissenlit"	", stellaire, chénopo"	"18903-18921"	"type=N_PUN_N, form=liseron, pissenlit"
"20190731_BSV_legumes_cle01d6c6"	"ERES OMBELLIFERES 1"	"Description du réseau et stade de la culture"	"Le réseau e"	"20122-20166"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	"CHOUX CHOUX 1"	"Description du réseau et stade de la culture"	"Malgré un épisode p"	"23779-23823"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	"E POMMES DE TERRE 1"	"Description du réseau et stade de la culture"	"Le réseau est const"	"35464-35508"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	"s au frottement par"	"le vent, le gel"	", des apports d'engr"	"38141-38156"	"type=N_PUN_N, form=le vent, le gel"
"20190731_BSV_legumes_cle01d6c6"	"UE DE PLEIN CHAMP 1"	"Description du réseau et stade de la culture"	"Aucun changement ma"	"42730-42774"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	"US SOUS ABRI ABRI 1"	"Description du réseau et stade de la culture"	"Aucun changement ma"	"44063-44107"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190731_BSV_legumes_cle01d6c6"	"entices des Grandes"	"Cultures et les méthodes de lutte"	"préventive en consu"	"48257-48290"	"type=N_KON_N, form=Cultures et les méthodes de lutte"
"20190828_BSV_legumes_cle0ede1d"	"........... 3 1"	"Description du réseau et stade de la culture"	"..................."	"444-488"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	".......... 12 1"	"Description du réseau et stade de la culture"	"..................."	"2220-2264"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	".......... 14 1"	"Description du réseau et stade de la culture"	"..................."	"2939-2983"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	"es n°19 P. 1 1"	"Description du réseau et stade de la culture"	"..................."	"4573-4617"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	".......... 22 1"	"Description du réseau et stade de la culture"	"..................."	"5481-5525"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	".......... 22 1"	"Description du réseau et stade de la culture"	"..................."	"6197-6241"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	"ASPERGES ASPERGES 1"	"Description du réseau et stade de la culture"	"En 2019, 8 parcelle"	"7147-7191"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	"cultivées (carotte,"	"luzerne, betterave"	") mais également sa"	"17647-17665"	"type=N_PUN_N, form=luzerne, betterave"
"20190828_BSV_legumes_cle0ede1d"	"s (oseille sauvage,"	"liseron, pissenlit"	", stellaire, chénopo"	"17710-17728"	"type=N_PUN_N, form=liseron, pissenlit"
"20190828_BSV_legumes_cle0ede1d"	"ERES OMBELLIFERES 1"	"Description du réseau et stade de la culture"	"Le réseau est const"	"18892-18936"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	"CHOUX CHOUX 1"	"Description du réseau et stade de la culture"	"Les récoltes contin"	"22739-22783"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	"arcelles de choux à"	"inflorescences et les choux"	"légumes. 2 Altises"	"22977-23004"	"type=N_KON_N, form=inflorescences et les choux"
"20190828_BSV_legumes_cle0ede1d"	"notamment en choux"	"légumes et choux"	"à choucroute. Sur l"	"23115-23131"	"type=N_KON_N, form=légumes et choux"
"20190828_BSV_legumes_cle0ede1d"	"du réseau notamment"	"chou de Milan et chou"	"à inflorescence. Se"	"27497-27518"	"type=N_KON_N, form=chou de Milan et chou"
"20190828_BSV_legumes_cle0ede1d"	"isque augmente avec"	"le nombre de vols et les choux"	"en pleine pommaison"	"28392-28422"	"type=N_KON_N, form=le nombre de vols et les choux"
"20190828_BSV_legumes_cle0ede1d"	"E POMMES DE TERRE 1"	"Description du réseau et stade de la culture"	"Le réseau est const"	"33377-33421"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	"s au frottement par"	"le vent, le gel"	", des apports d'engr"	"35442-35457"	"type=N_PUN_N, form=le vent, le gel"
"20190828_BSV_legumes_cle0ede1d"	"UE DE PLEIN CHAMP 1"	"Description du réseau et stade de la culture"	"Les observation de"	"39561-39605"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	"US SOUS ABRI ABRI 1"	"Description du réseau et stade de la culture"	"Les observation de"	"40146-40190"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20190828_BSV_legumes_cle0ede1d"	"ne la production de"	"poivrons de concombres et d'aubergine"	"est encore très cor"	"40662-40699"	"type=N_KON_N, form=poivrons de concombres et d'aubergine"
"20190828_BSV_legumes_cle0ede1d"	"c le plus souvent)."	"Les navets et radis"	"noirs récemment sem"	"41795-41814"	"type=N_KON_N, form=Les navets et radis"
"20190828_BSV_legumes_cle0ede1d"	"sur les principales"	"Cultures et les méthodes"	"consultant le site"	"42898-42922"	"type=N_KON_N, form=Cultures et les méthodes"
"20191114_BSV_legumes_cle021d18"	"................. 2"	"Description du réseau et stade de la culture"	"..................."	"419-463"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20191114_BSV_legumes_cle021d18"	"INE ASPERGES LAITUE"	"Description du réseau et stade de la culture"	"Les observation de"	"1292-1336"	"type=N_KON_N, form=Description du réseau et stade de la culture"
"20199062_bsvmaraichage_no27_cle051121-1"	"gique P.1 Ravageurs"	"Mineuse du poireau, Mouche du chou, Mouche des semis, Mouche"	"de la carotte P.2 N"	"118-178"	"type=N_PUN_N, form=Mineuse du poireau, Mouche du chou, Mouche des semis, Mouche"
"20199062_bsvmaraichage_no27_cle051121-1"	"Crédit photo : CDDL"	"Fraisier et Framboisiers"	"Drosophila suzukii"	"4933-4957"	"type=N_KON_N, form=Fraisier et Framboisiers"
"20199062_bsvmaraichage_no27_cle051121-1"	"llez vos parcelles."	"Carotte, Panais et Céleri"	"L'oïdium se dévelop"	"7361-7386"	"type=N_PUN_N_KON_N, form=Carotte, Panais et Céleri"
"20199062_bsvmaraichage_no27_cle051121-1"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"9803-9825"	"type=N_KON_N, form=cultures et les invite"
"2019_BSV_Normandie_leg_22_sem35_cle43a9ca"	"sent sur les jeunes"	"plantations, les pépinières"	"et tout le cycle de"	"8296-8323"	"type=N_PUN_N, form=plantations, les pépinières"
"2019_BSV_Normandie_leg_22_sem35_cle43a9ca"	"oient le secteur et"	"la culture, les captures"	"sont nulles. Val de"	"18084-18108"	"type=N_PUN_N, form=la culture, les captures"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"ividus observés sur"	"feuilles et fruits"	"dans les parcelles"	"3268-3286"	"type=N_KON_N, form=feuilles et fruits"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"on et de dégâts sur"	"les cultures, la gestion des foyers"	"au plus tôt permett"	"6103-6138"	"type=N_PUN_N, form=les cultures, la gestion des foyers"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"lement préventives ("	"rotation des cultures et lutte"	"biologique avec les"	"6680-6710"	"type=N_KON_N, form=rotation des cultures et lutte"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"es débris végétaux ("	"feuilles et fruits"	"contaminés). Bullet"	"8236-8254"	"type=N_KON_N, form=feuilles et fruits"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"vec environ 50% des"	"fruits, tiges et feuilles"	"touchés sur une par"	"9065-9090"	"type=N_PUN_N_KON_N, form=fruits, tiges et feuilles"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"ens tétranyques sur"	"tiges et feuilles de concombres"	"(A. Broggio) Thrips"	"9543-9574"	"type=N_KON_N, form=tiges et feuilles de concombres"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"on azotée, éliminer"	"les résidus de cultures et les plantes"	"très atteintes. Rot"	"18319-18357"	"type=N_KON_N, form=les résidus de cultures et les plantes"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"mais l'espèce s'en"	"21849-21881"	"type=N_PUN_N_KON_N, form=l'avocat, la mangue et la papaye"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"s'en prend aussi au"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion"	", kaki, ananas, pêch"	"21916-22002"	"type=N_PUN_N, form=citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"e la passion, kaki,"	"ananas, pêche, poire, abricot, figue et café"	". Les légumes concer"	"22010-22054"	"type=N_PUN_N_KON_N, form=ananas, pêche, poire, abricot, figue et café"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"rnés sont notamment"	"les tomates, poivrons, melons et courges"	". Comme les autres m"	"22093-22133"	"type=N_PUN_N_KON_N, form=les tomates, poivrons, melons et courges"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"ffecter de nombreux"	"végétaux, oliviers, Prunus"	"(pêchers, amandiers"	"22582-22608"	"type=N_PUN_N, form=végétaux, oliviers, Prunus"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	", oliviers, Prunus ("	"pêchers, amandiers"	"), laurier rose, vig"	"22610-22628"	"type=N_PUN_N, form=pêchers, amandiers"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"ers), laurier rose,"	"vigne, agrumes, caféiers, chênes, Les dépérissements"	"provoqués par la ma"	"22645-22697"	"type=N_PUN_N, form=vigne, agrumes, caféiers, chênes, Les dépérissements"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"tion : 10 à 20% des"	"fruits et feuilles"	"touchés en plaine.É"	"2206-2224"	"type=N_KON_N, form=fruits et feuilles"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"es débris végétaux ("	"feuilles et fruits"	"contaminés). TOMATE"	"3079-3097"	"type=N_KON_N, form=feuilles et fruits"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"es débris végétaux ("	"feuilles et fruits"	"contaminés). Acarie"	"4644-4662"	"type=N_KON_N, form=feuilles et fruits"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"à 30% d'attaque sur"	"tiges, fruits et feuilles"	"dans les secteurs d"	"5391-5416"	"type=N_PUN_N_KON_N, form=tiges, fruits et feuilles"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"plants touchés sur"	"fruits et feuilles"	". Le genre Dysdercus"	"5858-5876"	"type=N_KON_N, form=fruits et feuilles"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"erte (Nezara) pique"	"les fruits et fleurs"	", des ponctuations a"	"6059-6079"	"type=N_KON_N, form=les fruits et fleurs"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"faiblissement, puis"	"la chutes des feuilles, avortement des fleurs"	"et autres dépérisse"	"9273-9318"	"type=N_PUN_N, form=la chutes des feuilles, avortement des fleurs"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"mais l'espèce s'en"	"17924-17956"	"type=N_PUN_N_KON_N, form=l'avocat, la mangue et la papaye"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"s'en prend aussi au"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion"	", kaki, ananas, pêch"	"17991-18077"	"type=N_PUN_N, form=citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"e la passion, kaki,"	"ananas, pêche, poire, abricot, figue et café"	". Les légumes concer"	"18085-18129"	"type=N_PUN_N_KON_N, form=ananas, pêche, poire, abricot, figue et café"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"rnés sont notamment"	"les tomates, poivrons, melons et courges"	". Comme les autres m"	"18168-18208"	"type=N_PUN_N_KON_N, form=les tomates, poivrons, melons et courges"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"ffecter de nombreux"	"végétaux, oliviers, Prunus"	"(pêchers, amandiers"	"18755-18781"	"type=N_PUN_N, form=végétaux, oliviers, Prunus"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	", oliviers, Prunus ("	"pêchers, amandiers"	"), laurier rose, vig"	"18783-18801"	"type=N_PUN_N, form=pêchers, amandiers"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"ers), laurier rose,"	"vigne, agrumes, caféiers, chênes, Les dépérissements"	"provoqués par la ma"	"18818-18870"	"type=N_PUN_N, form=vigne, agrumes, caféiers, chênes, Les dépérissements"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"és sont touchés sur"	"tige, feuille et fruit"	"sur l'ensemble de l"	"1198-1220"	"type=N_PUN_N_KON_N, form=tige, feuille et fruit"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"es débris végétaux ("	"feuilles et fruits"	"contaminés). TOMATE"	"1702-1720"	"type=N_KON_N, form=feuilles et fruits"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"es débris végétaux ("	"feuilles et fruits"	"contaminés), choisi"	"2744-2762"	"type=N_KON_N, form=feuilles et fruits"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"tion : symptôme sur"	"feuilles et fruits"	"avec 5 à 10% des pl"	"8610-8628"	"type=N_KON_N, form=feuilles et fruits"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"mais l'espèce s'en"	"13638-13670"	"type=N_PUN_N_KON_N, form=l'avocat, la mangue et la papaye"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"s'en prend aussi au"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion"	", kaki, ananas, pêch"	"13705-13791"	"type=N_PUN_N, form=citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"e la passion, kaki,"	"ananas, pêche, poire, abricot, figue et café"	". Les légumes concer"	"13799-13843"	"type=N_PUN_N_KON_N, form=ananas, pêche, poire, abricot, figue et café"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"rnés sont notamment"	"les tomates, poivrons, melons et courges"	". Comme les autres m"	"13882-13922"	"type=N_PUN_N_KON_N, form=les tomates, poivrons, melons et courges"
"BSV_Legumes_102019_cle8be56a"	"principalement des"	"coulures de fleurs, avortement de gousses"	"et mauvais rempliss"	"2895-2936"	"type=N_PUN_N, form=coulures de fleurs, avortement de gousses"
"BSV_Legumes_102019_cle8be56a"	"Lesboeufs (80), sur"	"épinard de printemps, la situation"	"est saine. Rien à s"	"3324-3358"	"type=N_PUN_N, form=épinard de printemps, la situation"
"BSV_Legumes_102019_cle8be56a"	"ltures d'alliacées ("	"poireaux, ciboulette, ail"	") pour détecter d'é"	"6956-6981"	"type=N_PUN_N, form=poireaux, ciboulette, ail"
"BSV_Legumes_102019_cle8be56a"	"les plantes hôtes ("	"poireaux, oignons, pommes de terre, choux, betterave, luzerne"	").- Travail du sol"	"11980-12041"	"type=N_PUN_N, form=poireaux, oignons, pommes de terre, choux, betterave, luzerne"
"BSV_Legumes_102019_cle8be56a"	"ignons bulbilles et"	"échalotes de plantation, oignon de semis"	"dit "" précoces "",-"	"13755-13795"	"type=N_PUN_N, form=échalotes de plantation, oignon de semis"
"BSV_Legumes_102019_cle8be56a"	"lantes environ. Sur"	"oignon, le risque"	"est très faible, il"	"16594-16611"	"type=N_PUN_N, form=oignon, le risque"
"BSV_Legumes_102019_cle8be56a"	"ansfrontaliers pour"	"le Maraîchage et la culture de fraises"	", favorisant les Mét"	"23342-23380"	"type=N_KON_N, form=le Maraîchage et la culture de fraises"
"BSV_Legumes_102019_cle8be56a"	"de plantes hôtes :"	"colza , betteraves, pommes de terre, endives, haricots, pois"	", carottes, choux, s"	"25359-25419"	"type=N_PUN_N, form=colza , betteraves, pommes de terre, endives, haricots, pois"
"BSV_Legumes_102019_cle8be56a"	"ts, pois, carottes,"	"choux, salades, navets, scorsonères, céleri, phacélie, moutarde"	". Seules les graminé"	"25431-25494"	"type=N_PUN_N, form=choux, salades, navets, scorsonères, céleri, phacélie, moutarde"
"BSV_Legumes_102019_cle8be56a"	"se transmettre par"	"les semences, les eaux de ruissellement, les outils"	"contaminés ou les r"	"25955-26006"	"type=N_PUN_N, form=les semences, les eaux de ruissellement, les outils"
"BSV_Legumes_102019_cle8be56a"	"40 plantes hôtes) :"	"haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"	"Les femelles appréc"	"32134-32216"	"type=N_PUN_N, form=haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"
"BSV_Legumes_102019_cle8be56a"	"les stratégies sur"	"pois, haricot, flageolet"	"et carotte, n'hésit"	"35432-35456"	"type=N_PUN_N, form=pois, haricot, flageolet"
"BSV_Legumes_102019_cle8be56a"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	": F. SIMEON -PLRN;"	"36712-36724"	"type=N_PUN_N, form=fleur, choux"
