"bsv"	"context"	"full_expression"	"no_match"	"match_with_fcu"	"context"	"location"	"features"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	"e risque Bremia sur"	"laitue et scarole"	"laitue et scarole"	"laitue ( laitue ) =http://ontology.inrae.fr/frenchcropusage/Laitues, scarole ( chicorée scarole ) =http://ontology.inrae.fr/frenchcropusage/Chicorees_scaroles"	". Evaluation du risq"	"7104-7121"	"type=N_KON_N, match=fcu, form=laitue et scarole"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"14750-14777"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"ur cette punaise en"	"tomate et les effectifs"	" et les effectifs"	"tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates"	"doivent être survei"	"6970-6993"	"type=N_KON_N, match=fcu, form=tomate et les effectifs"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"amment transmis par"	"les semences, les plants"	"les , les plants"	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	"mais aussi par l'ho"	"16063-16087"	"type=N_PUN_N, match=fcu, form=les semences, les plants"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"uemment signalé sur"	"maïs, riz et sorgho"	"maïs, riz et sorgho"	"maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais, riz ( riz ) =http://ontology.inrae.fr/frenchcropusage/Riz, sorgho ( sorgho ) =http://ontology.inrae.fr/frenchcropusage/Sorghos, sorgho ( sorgho grain ) =http://ontology.inrae.fr/frenchcropusage/Sorghos_grains"	", plus rarement sur"	"31721-31740"	"type=N_PUN_N_KON_N, match=fcu, form=maïs, riz et sorgho"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"cées, brassicacées,"	"luzerne, oignon"	"luzerne, oignon"	"luzerne ( luzerne ) =http://ontology.inrae.fr/frenchcropusage/Luzernes, oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	"parmi d'autres (1)"	"31789-31804"	"type=N_PUN_N, match=fcu, form=luzerne, oignon"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"les inférieures sur"	"les cultures de maïs, sorgho et riz"	"les cultures de maïs, sorgho et riz"	"maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais, sorgho ( sorgho ) =http://ontology.inrae.fr/frenchcropusage/Sorghos, sorgho ( sorgho grain ) =http://ontology.inrae.fr/frenchcropusage/Sorghos_grains, riz ( riz ) =http://ontology.inrae.fr/frenchcropusage/Riz"	". Il sont groupés en"	"33608-33643"	"type=N_PUN_N_KON_N, match=fcu, form=les cultures de maïs, sorgho et riz"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"ur cette punaise en"	"tomate et les effectifs"	" et les effectifs"	"tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates"	"doivent être survei"	"9559-9582"	"type=N_KON_N, match=fcu, form=tomate et les effectifs"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"ssez importants sur"	"feuilles et fruits"	"feuilles et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	". Gestion du risque"	"13351-13369"	"type=N_KON_N, match=fcu, form=feuilles et fruits"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"plutôt en hiver sur"	"cultures de blettes et salades"	"cultures de blettes et salades"	"blettes ( poirée ) =http://ontology.inrae.fr/frenchcropusage/Poirees, salades ( salade ) =http://ontology.inrae.fr/frenchcropusage/Salades"	"dans les zones litt"	"13536-13566"	"type=N_KON_N, match=fcu, form=cultures de blettes et salades"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"avageur. Thrips sur"	"feuilles, fleurs et dégâts"	"feuilles,  et dégâts"	"fleurs ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	"sur fruits BSV n° 9"	"27167-27193"	"type=N_PUN_N_KON_N, match=fcu, form=feuilles, fleurs et dégâts"
"20190731_LOR_Viticulture-1_cle45ef1d"	"voqué des dégâts de"	"coups de soleil et d'échaudage"	"coups de  et d'échaudage"	"soleil ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	". L'intensité est va"	"1195-1225"	"type=N_KON_N, match=fcu, form=coups de soleil et d'échaudage"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"2019. BSV n°3, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"2507-2526"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"CA69 BSV n°3, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"2787-2806"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"nent. BSV n°3, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"4081-4100"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"e nul BSV n°3, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"5404-5423"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"gâts. BSV n°3, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"6274-6293"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"maine BSV n°3, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"6456-6475"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"scat blanc. Dans ce"	"secteur, les vignes"	"secteur, les "	"vignes ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"sont parvenues à at"	"7383-7402"	"type=N_PUN_N, match=fcu, form=secteur, les vignes"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"ble ! BSV n°3, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"8448-8467"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"ours. BSV n°3, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"10642-10661"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"tard. BSV n°3, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"12297-12316"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"ours. BSV n°3, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"12960-12979"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"hyto. BSV n°3, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"14697-14716"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"lement. À partir de"	"la fermeture des grappes, les stomates des baies"	"la fermeture des grappes, les stomates des "	"baies ( arbuste à baies ) =http://ontology.inrae.fr/frenchcropusage/Arbres_baies"	"se ferment empêchan"	"597-645"	"type=N_PUN_N, match=fcu, form=la fermeture des grappes, les stomates des baies"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"is contrairement au"	"mildiou, les baies"	"mildiou, les "	"baies ( arbuste à baies ) =http://ontology.inrae.fr/frenchcropusage/Arbres_baies"	"peuvent être encore"	"1290-1308"	"type=N_PUN_N, match=fcu, form=mildiou, les baies"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"let. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"2760-2779"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"CA69 BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"3095-3114"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"lpes BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"3403-3422"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"CA69 BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"3819-3838"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"CA26 BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"4085-4104"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"CA26 BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"4309-4328"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois, les
    grappes"	", les
    grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31) le"	"4570-4591"	"type=N_PUN_N, match=fcu, form=pois, les
    grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"5462-5481"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"tôt. À partir de ce"	"stade, les stomates des baies"	"stade, les stomates des "	"baies ( arbuste à baies ) =http://ontology.inrae.fr/frenchcropusage/Arbres_baies"	"se ferment empêchan"	"6528-6557"	"type=N_PUN_N, match=fcu, form=stade, les stomates des baies"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"ture. Néanmoins, au"	"contraire du mildiou, les baies"	"contraire du mildiou, les "	"baies ( arbuste à baies ) =http://ontology.inrae.fr/frenchcropusage/Arbres_baies"	"peuvent être contam"	"7592-7623"	"type=N_PUN_N, match=fcu, form=contraire du mildiou, les baies"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"tc.) BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"9166-9185"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"olte BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"9565-9584"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois, les grappes"	", les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31)"	"9832-9849"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois, les grappes"	", les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31)"	"9895-9912"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois, les grappes"	", les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31)"	"10191-10208"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois,
    les grappes"	",
    les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31) le"	"10254-10275"	"type=N_PUN_N, match=fcu, form=pois,
    les grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"11017-11036"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"eph. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"12445-12464"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"aine BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"12633-12652"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois, les
    grappes"	", les
    grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31)"	"12887-12908"	"type=N_PUN_N, match=fcu, form=pois, les
    grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"oin. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"13919-13938"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois,
    les grappes"	",
    les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31) ba"	"14156-14177"	"type=N_PUN_N, match=fcu, form=pois,
    les grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"ies. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"15768-15787"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois,
    les grappes"	",
    les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31) ba"	"16109-16130"	"type=N_PUN_N, match=fcu, form=pois,
    les grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois,
    les grappes"	",
    les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31) ba"	"16172-16193"	"type=N_PUN_N, match=fcu, form=pois,
    les grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois,
    les grappes"	",
    les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31) le"	"16331-16352"	"type=N_PUN_N, match=fcu, form=pois,
    les grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois, les grappes"	", les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31)"	"16635-16652"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois, les grappes"	", les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31)"	"16698-16715"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois, les grappes"	", les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31)"	"16975-16992"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"17740-17759"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"ire. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"19796-19815"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois, les
    grappes"	", les
    grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31) ba"	"20194-20215"	"type=N_PUN_N, match=fcu, form=pois, les
    grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"s de la taille d'un"	"pois, les
    grappes"	", les
    grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31)"	"20257-20278"	"type=N_PUN_N, match=fcu, form=pois, les
    grappes"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"21435-21454"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"ble. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"22515-22534"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"yto. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"24746-24765"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"ture. Néanmoins, au"	"contraire du mildiou, les baies"	"contraire du mildiou, les "	"baies ( arbuste à baies ) =http://ontology.inrae.fr/frenchcropusage/Arbres_baies"	"peuvent être contam"	"782-813"	"type=N_PUN_N, match=fcu, form=contraire du mildiou, les baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"let. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"2507-2526"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"CA69 BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"2976-2995"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"ugey BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"3438-3457"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"4543-4562"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"ture. Néanmoins, au"	"contraire du mildiou, les baies"	"contraire du mildiou, les "	"baies ( arbuste à baies ) =http://ontology.inrae.fr/frenchcropusage/Arbres_baies"	"peuvent être contam"	"5994-6025"	"type=N_PUN_N, match=fcu, form=contraire du mildiou, les baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"te : BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"7898-7917"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"olte BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"8470-8489"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"s de la taille d'un"	"pois, les grappes"	", les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31)"	"8745-8762"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"s de la taille d'un"	"pois, les grappes"	", les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31)"	"8876-8893"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"9791-9810"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"ie ) BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"11311-11330"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"s de la taille d'un"	"pois, les
    grappes"	", les
    grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31) le"	"11557-11578"	"type=N_PUN_N, match=fcu, form=pois, les
    grappes"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"olte BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"13284-13303"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"cée. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"14183-14202"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"s de la taille d'un"	"pois,
    les grappes"	",
    les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31)"	"14462-14483"	"type=N_PUN_N, match=fcu, form=pois,
    les grappes"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"ppe. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"16063-16082"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"s de la taille d'un"	"pois,
    les grappes"	",
    les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31) le"	"16393-16414"	"type=N_PUN_N, match=fcu, form=pois,
    les grappes"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"s de la taille d'un"	"pois, les grappes"	", les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent (31) Le plu"	"16673-16690"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"17812-17831"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"let. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"20465-20484"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"nte. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"22294-22313"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"mes. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"22813-22832"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"yto. BSV n°15, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"25071-25090"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV_12_-_2_juillet_2019_cle8252f7"	"ire (10 %). En tous"	"secteurs, la vigne"	"secteurs, la "	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"reste dans sa pério"	"3719-3737"	"type=N_PUN_N, match=fcu, form=secteurs, la vigne"
"BSV_12_-_2_juillet_2019_cle8252f7"	"Axvigne, Interval,"	"Coteaux de Champlitte, Société de Viticulture"	"Coteaux de Champlitte, Société de "	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"du Jura Ce bulletin"	"5513-5558"	"type=N_PUN_N, match=fcu, form=Coteaux de Champlitte, Société de Viticulture"
"BSV_16_-_30_juillet_2019_cle8caa6e"	"nce). Jusqu'à début"	"véraison, la vigne"	"véraison, la "	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"demeure très sensib"	"3312-3330"	"type=N_PUN_N, match=fcu, form=véraison, la vigne"
"BSV_16_-_30_juillet_2019_cle8caa6e"	"Axvigne, Interval,"	"Coteaux de Champlitte, Société de Viticulture"	"Coteaux de Champlitte, Société de "	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"du Jura Ce bulletin"	"5474-5519"	"type=N_PUN_N, match=fcu, form=Coteaux de Champlitte, Société de Viticulture"
"BSV_19-04-16_2_cle84b397"	"nelin BSV n°2, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"1598-1617"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
